id,source_en,system,translation,language,script_fidelity,empty,labse_cosine
156,How can I check the exchange rate applied to my transaction?,openai,මගේ transaction එකට apply වෙලා තියෙන exchange rate එක බලන්නේ කොහොමද?,sinhala,0.5087719298245614,False,0.8891001
179,What would be the reason there's an extra fee on my statement?,openai,මගේ statement එකේ extra fee එකක් තියෙන්නේ ඇයි?,sinhala,0.5526315789473685,False,0.842674
199,Can you please check why I am having this extra fee on my statement.,openai,මගේ statement එකේ මේ extra fee එකක් තියෙන්නේ ඇයි කියලා check කරලා දෙන්න පුළුවන්ද?,sinhala,0.6716417910447762,False,0.87464243
208,Why is my withdrawal still pending?,openai,මගේ withdrawal එක තාම pending වෙලා තියෙන්නේ ඇයි?,sinhala,0.575,False,0.93845296
219,"Hey, my card was declined at an ATM in the city centre theatre. My account says the transaction is pending, though. I didn't get the money, though, so what does that mean?",openai,"මගේ card එක city centre theatre එකේ ATM එකකදී decline වුණා. ඒත් account එකේ transaction එක pending කියලා තියෙනවා. මට සල්ලිත් ලැබුණේ නැහැ, ඒකෙන් අදහස් වෙන්නේ මොකක්ද?",sinhala,0.582089552238806,False,0.9086868
257,"When considering currency holdings and exchanges, what fiat currencies are supported?",openai,"currency holdings සහ exchanges ගැන බලද්දි, මොන fiat currencies support කරනවද?",sinhala,0.2923076923076923,False,0.9092839
259,Can I hold money in other currencies?,openai,වෙනත් currencies වලින් සල්ලි තියාගන්න පුළුවන්ද?,sinhala,0.7560975609756098,False,0.915871
273,Can I hold money in multiple currencies?,openai,currencies කිහිපයකින් සල්ලි තියාගන්න පුළුවන්ද?,sinhala,0.7560975609756098,False,0.9077223
296,I need it delivered on a certain date.,openai,මට ඒක නිශ්චිත date එකකට deliver කරගන්න ඕනේ.,sinhala,0.6857142857142857,False,0.90137243
298,How long does it take to get my card? Can I choose when to receive it?,openai,card එක ලැබෙන්න කොච්චර කල් යනවද? මට ඒක ලැබෙන දවස තෝරන්න පුළුවන්ද?,sinhala,0.9230769230769231,False,0.8449751
299,How long will it take for the card to arrive?,openai,card එක එන්න කොච්චර කල් යනවද?,sinhala,0.8260869565217391,False,0.9058168
304,When will the card arrive?,openai,card එක එන්නේ කවද්ද?,sinhala,0.75,False,0.8932568
306,When are cards delivered?,openai,cards deliver කරන්නේ කවද්ද?,sinhala,0.4782608695652174,False,0.9369242
330,"Where can I find the ""auto-top"" feature?",openai,'auto-top' feature එක හොයාගන්නේ කොහෙන්ද?,sinhala,0.5625,False,0.89486194
339,How do I make sure I don't run out of money on my card while traveling?,openai,travel කරනකොට මගේ card එකේ සල්ලි ඉවර නොවෙන්න මම කොහොමද බලාගන්නේ?,sinhala,0.8113207547169812,False,0.8855916
379,How can I resolve a problem where my card won't go through at all?,openai,"මගේ card එක කිසිම තැනක වැඩ නොකරන ප්‍රශ්නයක් තියෙනවා, ඒක හදාගන්නේ කොහොමද?",sinhala,0.9310344827586207,False,0.7977772
403,How do I change LKR to USD?,openai,LKR USD වලට change කරන්නේ කොහොමද?,sinhala,0.5555555555555556,False,0.95894045
418,Can I change to another currency?,openai,වෙනත් currency එකකට change කරන්න පුළුවන්ද?,sinhala,0.6111111111111112,False,0.93789107
419,"I need USD not LKR, how do I change it?",openai,"මට LKR නෙමෙයි USD ඕනේ, ඒක change කරන්නේ කොහොමද?",sinhala,0.6756756756756757,False,0.9471947
459,I need help with a lost card,openai,නැතිවුණු card එකක් ගැන මට help එකක් ඕනේ,sinhala,0.75,False,0.9328815
484,How old do we have to be?,openai,අපිට වයස කීය වෙන්න ඕනෙද?,sinhala,1.0,False,0.8944417
499,If my kids wanted to use your service how old would they have to be?,openai,"මගේ ළමයින්ට ඔයාලගේ service එක use කරන්න ඕනේ නම්, එයාලට වයස කීය වෙන්න ඕනෙද?",sinhala,0.8305084745762712,False,0.92191124
534,What do I do if the bank machine won't accept my PIN attempts anymore?,openai,ATM එක මගේ PIN එකේ attempts තවදුරටත් accept කරන්නේ නැත්නම් මම මොකද කරන්නේ?,sinhala,0.6721311475409836,False,0.83997834
539,I'v exhausted all the of times I can try my PIN,openai,මගේ PIN එක try කරන්න තිබුණු අවස්ථා ඔක්කොම ඉවරයි,sinhala,0.8461538461538461,False,0.86924565
579,Can you help my fix my contactless?,openai,මගේ contactless එක හදාගන්න උදව් කරන්න පුළුවන්ද?,sinhala,0.725,False,0.9028273
619,Will topping up by transfer lead to a charge on my account?,openai,transfer එකකින් top up කළොත් මගේ account එකට charge එකක් එනවද?,sinhala,0.49019607843137253,False,0.8656461
628,Will I be charged for a SEPA transfer?,openai,SEPA transfer එකකට මගෙන් charge කරනවද?,sinhala,0.4375,False,0.92835563
659,"I topped up by card a while ago and it's still pending, surely it should be done by now?",openai,"මම ටික වෙලාවකට කලින් card එකෙන් top up කළා, තාම pending. දැන් වෙනකොට ඒක complete වෙලා තියෙන්න ඕනේ නේද?",sinhala,0.7037037037037037,False,0.8715187
661,top up did not complete,openai,top up එක complete වුණේ නැහැ,sinhala,0.43478260869565216,False,0.9583676
699,Can I cancel a transfer if is already processed?,openai,transfer එක process වෙලා ඉවර නම් ඒක cancel කරන්න පුළුවන්ද?,sinhala,0.5625,False,0.87615204
736,Tell me if there are any top-up limits?,openai,top-up limits තියෙනවද කියලා කියන්න.,sinhala,0.6206896551724138,False,0.8639785
739,Can I top-up as much as I want?,openai,මට ඕන තරම් top-up කරන්න පුළුවන්ද?,sinhala,0.8076923076923077,False,0.8449721
746,Do you have a top-up limit?,openai,top-up limit එකක් තියෙනවද?,sinhala,0.5238095238095238,False,0.89065063
765,The amount of cash I received was incorrect,openai,මට ලැබුණු cash amount එක වැරදියි,sinhala,0.6296296296296297,False,0.8997881
779,"I tried to get Rs 100,000 but I just got Rs 20,000",openai,"මම Rs 100,000 ගන්න try කළා, ඒත් ලැබුණේ Rs 20,000 විතරයි",sinhala,0.7741935483870968,False,0.9162439
792,I didn't receive all the cash I asked for,openai,මම ඉල්ලපු cash ඔක්කොම ලැබුණේ නැහැ,sinhala,0.8571428571428571,False,0.9492424
801,I was charged a fee after using my card and I shouldn't have been.,openai,"card එක use කළාට පස්සේ fee එකක් charge කරලා තියෙනවා, ඒක charge කරන්න ඕනේ නැහැ.",sinhala,0.6451612903225806,False,0.76430774
819,Why would I be charged a fee for card payment?,openai,card payment එකකට මගෙන් fee එකක් charge කරන්නේ ඇයි?,sinhala,0.5238095238095238,False,0.8636688
859,I sent money.  They haven't received it.,openai,මම සල්ලි යැව්වා. එයාට තාම ලැබිලා නැහැ.,sinhala,1.0,False,0.88550055
864,Where is the transaction I made to a friend?,openai,මම යාළුවෙකුට කරපු transaction එක කොහෙද?,sinhala,0.6666666666666666,False,0.9195726
899,How can I use American Express to add money to my account?,openai,American Express එකෙන් මගේ account එකට සල්ලි add කරන්නේ කොහොමද?,sinhala,0.5283018867924528,False,0.88151
923,Is there an option to have a virtual card?,openai,virtual card එකක් ගන්න option එකක් තියෙනවද?,sinhala,0.5277777777777778,False,0.9032026
935,Is this where I order a virtual card?,openai,virtual card එකක් order කරන්නේ මෙතනින්ද?,sinhala,0.5294117647058824,False,0.88353205
939,Where can I order a virtual card?,openai,virtual card එකක් order කරන්නේ කොහෙන්ද?,sinhala,0.5151515151515151,False,0.8931001
979,"I am traveling to Germany, Will I be able to use my card there?",openai,මම Germany වලට travel කරනවා. එහේ මගේ card එක use කරන්න පුළුවන්ද?,sinhala,0.6078431372549019,False,0.8322573
1019,I went to top up and it is no longer there.  Was it sent back?,openai,"මම top up කරන්න ගියා, දැන් ඒක නැහැ. ඒක ආපහු යවලාද?",sinhala,0.8648648648648649,False,0.8584212
1027,The app reverted my action when I topped up.,openai,මම top up කළාම app එක මගේ action එක revert කළා.,sinhala,0.4444444444444444,False,0.86743486
1031,has my top-up has been cancelled,openai,මගේ top-up එක cancel වෙලාද?,sinhala,0.47619047619047616,False,0.84506655
1059,"I Submitted a cheque couple days ago, nothing happened to my account yet.Would you please check What could be the possible issue?",openai,"මම දවස් දෙකකට කලින් cheque එකක් submit කළා, ඒත් තාම මගේ account එකේ කිසිම දෙයක් වෙලා නැහැ. කරුණාකර check කරලා ප්‍රශ්නය මොකක්ද කියලා බලන්න පුළුවන්ද?",sinhala,0.7983193277310925,False,0.84465045
1099,Payment i did not do,openai,මම නොකළ payment එකක්,sinhala,0.5882352941176471,False,0.8706534
1106,I'm not familiar with a card payment.,openai,card payment එකක් ගැන මට හඳුනන්නේ නැහැ.,sinhala,0.65625,False,0.89042497
1119,In my statement there is a payment that is I do not recognize,openai,මගේ statement එකේ මම හඳුනාගන්නෙ නැති payment එකක් තියෙනවා,sinhala,0.673469387755102,False,0.90268683
1139,How can I modify my details?,openai,මගේ details වෙනස් කරන්නේ කොහොමද?,sinhala,0.7407407407407407,False,0.92494607
1179,Do I need to verify my identity to use my account?,openai,මගේ account එක use කරන්න identity verify කරන්න ඕනෙද?,sinhala,0.4418604651162791,False,0.8945757
1219,I can not get the app to know it is me.,openai,app එකට මම තමයි කියලා verify කරගන්න බැහැ.,sinhala,0.7272727272727273,False,0.7444946
1227,How do I show this stupid system that this is really my identity?,openai,මේක ඇත්තටම මගේ identity එක කියලා මේ මෝඩ system එකට පෙන්නන්නේ කොහොමද?,sinhala,0.75,False,0.89194345
1259,what is the process for setting up a pin,openai,PIN එකක් set up කරන්නේ කොහොමද?,sinhala,0.6666666666666666,False,0.7086558
1274,I can not find my card pin.,openai,මගේ card PIN එක හොයාගන්න බැහැ.,sinhala,0.7083333333333334,False,0.82678384
1276,Why can't I find my PIN?,openai,මගේ PIN එක හොයාගන්න බැරි ඇයි?,sinhala,0.8695652173913043,False,0.93640155
1299,Am I able to choose my card?,openai,මට මගේ card එක තෝරගන්න පුළුවන්ද?,sinhala,0.8461538461538461,False,0.8885232
1304,Do I get to choose between Visa and Mastercard?,openai,Visa සහ Mastercard අතරින් මට තෝරගන්න පුළුවන්ද?,sinhala,0.6410256410256411,False,0.9174405
1332,how can i top up?,openai,top up කරන්නේ කොහොමද?,sinhala,0.7058823529411765,False,0.85572904
1339,Will my friend be able to top off my account?,openai,මගේ යාළුවාට මගේ account එක top up කරන්න පුළුවන්ද?,sinhala,0.7,False,0.85373926
1371,How many card payments can I use on a disposable card?,openai,disposable card එකකින් card payments කීයක් කරන්න පුළුවන්ද?,sinhala,0.48,False,0.90665007
1379,I have to have several disposable cards per day.,openai,මට දවසකට disposable cards කිහිපයක් ඕනේ.,sinhala,0.5454545454545454,False,0.8617075
1395,Do you know what the restriction of the disposable cards are?,openai,disposable cards වල restrictions මොනවද කියලා දන්නවද?,sinhala,0.4,False,0.9036256
1396,What are the limits for disposable virtual cards?,openai,disposable virtual cards වල limits මොනවද?,sinhala,0.2,False,0.93238986
1419,"I see random purchases to my account, was it hacked?",openai,"මගේ account එකේ අහඹු purchases පේනවා, ඒක hacked වෙලාද?",sinhala,0.5,False,0.8842819
1446,Which ATM's accept my card?,openai,මගේ card එක accept කරන ATMs මොනවද?,sinhala,0.48148148148148145,False,0.8801249
1448,Where are the locations of ATMs that accept this card?,openai,මේ card එක accept කරන ATMs තියෙන locations කොහෙද?,sinhala,0.425,False,0.91586316
1474,At which ATMs can I use this card?,openai,මට මේ card එක use කරන්න පුළුවන් ATMs මොනවද?,sinhala,0.6764705882352942,False,0.8856042
1499,"A couple weeks ago some money was deducted from my account by some seller that I don't remember. I'm pretty sure I didn't do that, but is it possible to trace back who that is just to make sure?",openai,"සති දෙකකට විතර කලින් මම මතක නැති seller කෙනෙක් මගේ account එකෙන් සල්ලි අඩු කරලා තියෙනවා. මම ඒක කළේ නැහැ කියලා මට හොඳටම විශ්වාසයි, ඒත් ඒ seller කවුද කියලා trace කරලා බලන්න පුළුවන්ද?",sinhala,0.8344827586206897,False,0.8593491
1539,I have forgotten my passcode to access my app,openai,මගේ app එකට access වෙන්න ඕන passcode එක මට අමතක වෙලා.,sinhala,0.5952380952380952,False,0.9033552
1579,Why did the ATM machine fail to give me a cash withdrawal?,openai,ATM machine එක cash withdrawal එකක් දෙන්නේ නැත්තේ ඇයි?,sinhala,0.4666666666666667,False,0.8152152
1610,I made this payment days ago so why hasn't it gone through yet?,openai,"මම මේ payment එක දවස් ගාණකට කලින් කළා, එහෙනම් තාම ඒක go through වෙලා නැත්තේ ඇයි?",sinhala,0.746031746031746,False,0.95136636
1616,What is a pending payment?,openai,pending payment කියන්නේ මොකක්ද?,sinhala,0.48148148148148145,False,0.9105128
1619,My card payment is pending.,openai,මගේ card payment එක pending.,sinhala,0.21739130434782608,False,0.9083061
1626,"I was double charged, and the second charge is showing as ""pending"". How long will it be before I get my money back once the second charge has been refunded?",openai,"මගෙන් දෙපාරක් charge කරලා, දෙවැනි charge එක 'pending' කියලා පෙන්නනවා. දෙවැනි charge එක refund කළාට පස්සේ මගේ සල්ලි ආපහු ලැබෙන්න කොච්චර කල් යනවද?",sinhala,0.7350427350427351,False,0.901568
1659,"lost phone, can i still access account?",openai,"phone එක නැති වුණා, මට තාම account එකට access වෙන්න පුළුවන්ද?",sinhala,0.6326530612244898,False,0.9490149
1685,I need a refund on an item I have not received.  Am I able to simply cancel the payment?  I don't know how to do this.,openai,මට නොලැබුණු item එකකට refund එකක් ඕනේ. Payment එක cancel කරලා විතරක් මේක කරන්න පුළුවන්ද? ඒක කරන්නේ කොහොමද කියලා දන්නේ නැහැ.,sinhala,0.77,False,0.92154926
1699,I bought something but now I would like a refund. How do I do that?,openai,"මම දෙයක් ගත්තා, ඒත් දැන් refund එකක් ඕනේ. ඒක කරන්නේ කොහොමද?",sinhala,0.8695652173913043,False,0.89974153
1739,When I try and to buy something using my card it keeps getting declined.,openai,මගේ card එකෙන් දෙයක් ගන්න try කරන හැම වෙලාවෙම ඒක decline වෙනවා.,sinhala,0.7254901960784313,False,0.7979237
1779,"i was supposed to get a refund but my balance hasn't changed, why not?",openai,"මට refund එකක් ලැබෙන්න තිබුණා, ඒත් මගේ balance එක වෙනස් වෙලා නැහැ, ඇයි?",sinhala,0.7678571428571429,False,0.91612417
1819,Why are you declining my payment? Everything was fine.,openai,මගේ payment එක decline කරන්නේ ඇයි? හැම දෙයක්ම හොඳින් තිබුණා.,sinhala,0.7142857142857143,False,0.89585376
1859,When will the transfer go through?,openai,transfer එක go through වෙන්නේ කවද්ද?,sinhala,0.43333333333333335,False,0.9362782
1899,How do I get rid of my account ASAP?,openai,මගේ account එක ASAP close කරන්නේ කොහොමද?,sinhala,0.5151515151515151,False,0.82815784
1911,How do I delete my account?,openai,මගේ account එක delete කරන්නේ කොහොමද?,sinhala,0.5666666666666667,False,0.9220849
1934,My ATM got stuck and I'm not sure what to do.,openai,"මගේ card එක ATM එකේ හිරවෙලා, මම මොකද කරන්න ඕනේ කියලා sure නැහැ.",sinhala,0.7755102040816326,False,0.7545198
1939,ATM still has my card,openai,ATM එක තාම මගේ card එක තියාගෙන ඉන්නවා,sinhala,0.7666666666666667,False,0.89579093
1971,I have been charged twice,openai,මගෙන් දෙපාරක් charge කරලා තියෙනවා,sinhala,0.7931034482758621,False,0.9021965
1979,I had a duplicate card and got charged twice. How do I resolve this?,openai,මගේ card එක duplicate වෙලා දෙපාරක් charge වෙලා තියෙනවා. මේක resolve කරන්නේ කොහොමද?,sinhala,0.6176470588235294,False,0.8604615
2019,What is the source of my money?,openai,මගේ සල්ලි ආවේ කොහෙන්ද?,sinhala,1.0,False,0.71958065
2059,How many days does a transfer from the US take?,openai,US එකෙන් transfer එකක් එන්න දවස් කීයක් යනවද?,sinhala,0.7222222222222222,False,0.9405389
2099,I think my card payment had been return,openai,මගේ card payment එක return වෙලා වගේ.,sinhala,0.41379310344827586,False,0.81940687
2138,I want to choose a different PIN.,openai,මට වෙන PIN එකක් තෝරගන්න ඕනේ.,sinhala,0.8636363636363636,False,0.87835836
2139,I would like to change my pin.,openai,මගේ PIN එක වෙනස් කරන්න ඕනේ.,sinhala,0.8571428571428571,False,0.6826056
2144,How do I change my PIN?,openai,මගේ PIN එක වෙනස් කරන්නේ කොහොමද?,sinhala,0.88,False,0.9333863
2170,Why can't I transfer to a beneficiary?,openai,beneficiary කෙනෙක්ට transfer කරන්න බැරි ඇයි?,sinhala,0.5,False,0.8617527
2172,What's the deal with no cryptocurrency on your app?,openai,ඔයාලගේ app එකේ cryptocurrency නැත්තේ මොකක්ද?,sinhala,0.5526315789473685,False,0.888161
2179,The money would not transfer to a beneficiary.,openai,beneficiary කෙනෙක්ට සල්ලි transfer වෙන්නේ නැහැ.,sinhala,0.5365853658536586,False,0.8469194
2204,I had to pay in order to do a transfer,openai,transfer එකක් කරන්න මට ගෙවීමක් කරන්න සිද්ධ වුණා,sinhala,0.8,False,0.9250196
2219,I'm not sure why I was charged an extra fee for transferring funds.,openai,funds transfer කළාට extra fee එකක් charge කරලා තියෙන්නේ ඇයි කියලා මට තේරෙන්නේ නැහැ.,sinhala,0.6086956521739131,False,0.8481295
2240,Will salary be received through this?,openai,මේක හරහා salary එක receive කරන්න පුළුවන්ද?,sinhala,0.6285714285714286,False,0.85394186
2259,How can my friend send me money?,openai,මගේ යාළුවාට මට සල්ලි එවන්න පුළුවන්ද?,sinhala,1.0,False,0.80513555
2299,Why would a transfer fail?,openai,transfer එකක් fail වෙන්නේ ඇයි?,sinhala,0.52,False,0.9041467
2330,I NEED TO KNOW HOW TO TRANSFER MONEY INTO MY BANK ACCOUNT. PLEASE HELP,openai,මගේ bank account එකට සල්ලි transfer කරන්නේ කොහොමද කියලා දැනගන්න ඕනේ. PLEASE HELP,sinhala,0.5671641791044776,False,0.8675688
2339,How can I transfer money from an outside bank?,openai,පිටත bank එකකින් සල්ලි transfer කරන්නේ කොහොමද?,sinhala,0.6923076923076923,False,0.9060201
2347,How do I send my account money through transfer?,openai,transfer එකක් හරහා මගේ account එකේ සල්ලි යවන්නේ කොහොමද?,sinhala,0.6739130434782609,False,0.91086435
2350,I want to transfer from accounts in order to Top up. What are the steps necessary.,openai,accounts වලින් transfer කරලා Top up කරන්න ඕනේ. ඒකට කරන්න ඕන steps මොනවද?,sinhala,0.5517241379310345,False,0.82612383
2379,How do I find the verification code for my top-up card?,openai,මගේ top-up card එකේ verification code එක හොයාගන්නේ කොහොමද?,sinhala,0.4791666666666667,False,0.9071167
2419,May I have another card?,openai,මට තවත් card එකක් ගන්න පුළුවන්ද?,sinhala,0.8461538461538461,False,0.9113603
2459,"I want to top up using cash, where can I do that?",openai,"cash use කරලා top up කරන්න ඕනේ, ඒක කරන්න පුළුවන් කොහෙද?",sinhala,0.7209302325581395,False,0.8858052
2463,How can I top up with cash?,openai,cash වලින් top up කරන්නේ කොහොමද?,sinhala,0.6538461538461539,False,0.8464602
2489,Is there a charge for physical cards,openai,physical cards වලට charge එකක් තියෙනවද?,sinhala,0.42424242424242425,False,0.8669998
2499,Is a non-electronic card available as well,openai,electronic නොවන card එකක්ත් available ද?,sinhala,0.3235294117647059,False,0.8215797
2539,How can I fix a problem where my virtual card is rejected?,openai,මගේ virtual card එක reject වෙන ප්‍රශ්නය හදාගන්නේ කොහොමද?,sinhala,0.6304347826086957,False,0.851995
2555,Tell me why my virtual disposable card won't work.,openai,මගේ virtual disposable card එක වැඩ නොකරන්නේ ඇයි කියලා කියන්න.,sinhala,0.5882352941176471,False,0.8904116
2571,Is there a fee for exchanging cash?,openai,cash exchange කරන්න fee එකක් තියෙනවද?,sinhala,0.5161290322580645,False,0.8990059
2579,Can I make a withdraw if I am out of country from with out any fees at an ATM?,openai,රටින් පිට ඉන්නකොට ATM එකකින් කිසිම fee එකක් නැතුව withdraw කරන්න පුළුවන්ද?,sinhala,0.7741935483870968,False,0.8849825
2613,how secure is a disposable virtual card,openai,disposable virtual card එක කොච්චර secure ද?,sinhala,0.25,False,0.9045106
2618,May I get a disposable virtual card as well?,openai,මට disposable virtual card එකකුත් ගන්න පුළුවන්ද?,sinhala,0.4878048780487805,False,0.9119009
2619,Can i get a single use virtual card,openai,single-use virtual card එකක් ගන්න පුළුවන්ද?,sinhala,0.4444444444444444,False,0.9135136
2659,I topped up but the app did not accept it.,openai,"මම top up කළා, ඒත් app එක ඒක accept කළේ නැහැ.",sinhala,0.5757575757575758,False,0.8980803
2699,My bank transfer is still not showing up in my account.,openai,මගේ bank transfer එක තාම මගේ account එකේ පෙන්නන්නේ නැහැ.,sinhala,0.5869565217391305,False,0.91148144
2710,"I made a bank transfer a couple of hours ago from my local bank account.  It hasn't appeared, can you check to make sure it went through?",openai,"මම පැය දෙකකට විතර කලින් මගේ local bank account එකෙන් bank transfer එකක් කළා. ඒක තාම පෙන්නන්නේ නැහැ, ඒක ගිහින්ද කියලා check කරලා දෙන්න පුළුවන්ද?",sinhala,0.7155172413793104,False,0.8821958
2733,I have a strange cash withdrawal in my statement,openai,මගේ statement එකේ අමුතු cash withdrawal එකක් තියෙනවා,sinhala,0.4888888888888889,False,0.8864738
2739,"It looks like someone else withdrew cash from my account, can you help?",openai,"වෙන කෙනෙක් මගේ account එකෙන් cash withdraw කරලා වගේ, මට උදව් කරන්න පුළුවන්ද?",sinhala,0.6935483870967742,False,0.8395364
2749,What do I do if I notice a strange withdrawl in my statement?,openai,මගේ statement එකේ අමුතු withdrawal එකක් දැක්කොත් මම මොකද කරන්නේ?,sinhala,0.6481481481481481,False,0.91105497
2773,Does it cost extra to exchange currencies?,openai,currencies exchange කරන්න extra cost එකක් තියෙනවද?,sinhala,0.37209302325581395,False,0.90526634
2779,"If I want to exchange currency, will there be extras?",openai,මට currency exchange කරන්න ඕනේ නම් extra charges තියෙනවද?,sinhala,0.4166666666666667,False,0.81428486
2803,Any hidden fees associated with the international card if money is added?,openai,international card එකට සල්ලි add කළාම hidden fees තියෙනවද?,sinhala,0.3877551020408163,False,0.87769955
2819,Will I be charged if I use foreign bank card for top up?,openai,foreign bank card එකකින් top up කළොත් මගෙන් charge කරනවද?,sinhala,0.44680851063829785,False,0.8749164
2858,I tried activating my bill of fare and it didn't workplace,openai,"මගේ card එක activate කරන්න try කළා, ඒත් ඒක වැඩ කළේ නැහැ",sinhala,0.6511627906976745,False,0.738521
2859,"I just got my card and want to use it, how do I activate my card?",openai,"මට දැන් card එක ලැබුණා, ඒක use කරන්න ඕනේ. card එක activate කරන්නේ කොහොමද?",sinhala,0.6666666666666666,False,0.84101504
2860,I have a new card and I want to activate it,openai,"මට අලුත් card එකක් තියෙනවා, ඒක activate කරන්න ඕනේ",sinhala,0.7,False,0.9060254
2899,"I've notice I was charged for withdrawing cash, can you explain why?",openai,cash withdraw කළාට මගෙන් charge කරලා තියෙනවා. ඇයි කියලා පැහැදිලි කරන්න පුළුවන්ද?,sinhala,0.7313432835820896,False,0.851673
2939,"I will need to get a new card soon, how do I order?",openai,"මට ඉක්මනින් අලුත් card එකක් ගන්න ඕනේ, ඒක order කරන්නේ කොහොමද?",sinhala,0.8163265306122449,False,0.91012096
2979,My top up is not working in Apple Pay.,openai,මගේ top up එක Apple Pay එකෙන් වැඩ කරන්නේ නැහැ.,sinhala,0.6388888888888888,False,0.91575646
3019,What are the steps to verify my identity?,openai,මගේ identity එක verify කරන්න තියෙන steps මොනවද?,sinhala,0.5128205128205128,False,0.94886714
3051,Where do I need to live to get support?,openai,support ගන්න මම ජීවත් වෙන්න ඕනේ කොහෙද?,sinhala,0.7741935483870968,False,0.902653
3059,Can I get a card even if I live outside Sri Lanka?,openai,මම Sri Lanka වලින් පිට ජීවත් වුණත් card එකක් ගන්න පුළුවන්ද?,sinhala,0.75,False,0.8729551
14,I am still waiting for my card after 1 week.  Is this ok?,gptoss,මට තවදුරටත් 1 සතියක් පසු කාඩ් එක ලැබෙන්නේ නැහැ. මේක හරිද?,sinhala,1.0,False,0.8018915
19,My card still hasn't arrived after 2 weeks. Is it lost?,gptoss,මගේ කාඩ් එක 2 සතියක් පසුදත් ලැබෙන්නේ නැහැ. අහිමිද?,sinhala,1.0,False,0.8876178
45,"I received my new card, but I don't see it in the app anywhere.  What do I do?",gptoss,"මට නවීන කාඩ් එක ලැබුණා, නමුත් ඇප් එකේ එය හොඳුනෙයි. මට කුමක් කරන්න ඕ?",sinhala,1.0,False,0.75492287
52,How do I link one your card if I have one already?,gptoss,"මට දැනටම එකක් තියෙන්නේ නම්, ඔබේ කාඩ් එකක් link කරන්නේ කොහොමද?",sinhala,0.9183673469387755,False,0.91274786
53,How do I add a card to the app?,gptoss,කාඩ් එක ඇප් එකට add කරන්නේ කොහොමද?,sinhala,0.8888888888888888,False,0.92613953
59,"I found my card, can I add it to the app?",gptoss,"මට කාඩ් එක හමුනා, ඇප් එකට add කරගන්න පුළුවද?",sinhala,0.9117647058823529,False,0.8801663
65,how do I link an already existing card?,gptoss,දැනටම තියෙන කාඩ් එක link කරන්නේ කොහොමද?,sinhala,0.875,False,0.9245461
99,Where do you get your exchange rates from?,gptoss,ඔබගේ exchange rates කොහොමද ලැබෙන්නේ?,sinhala,0.5806451612903226,False,0.83642215
139,I purchased an item and the exchange rate I was given was incorrect.,gptoss,"මට එකක් මිලදීලා, මට දීපු exchange rate වැරදියි.",sinhala,0.6842105263157895,False,0.84999615
156,How can I check the exchange rate applied to my transaction?,gptoss,මගේ transaction එකට යෙදු exchange rate එක check කරන්නේ කොහොමද?,sinhala,0.46153846153846156,False,0.8865112
179,What would be the reason there's an extra fee on my statement?,gptoss,statement එකේ extra fee එකක් තියෙන්නේ ඇයි?,sinhala,0.5142857142857142,False,0.7737956
199,Can you please check why I am having this extra fee on my statement.,gptoss,statement එකේ extra fee එක ඇයි කියලා බලලා දෙන්න.,sinhala,0.5641025641025641,False,0.6969763
208,Why is my withdrawal still pending?,gptoss,withdrawal එක pending එකක් තියෙන්නේ ඇයි?,sinhala,0.5,False,0.8170026
219,"Hey, my card was declined at an ATM in the city centre theatre. My account says the transaction is pending, though. I didn't get the money, though, so what does that mean?",gptoss,"හෙයි, city centre theatre එකේ ATM එකේ card එක declined වුණා. account එක transaction pending කියනවා. මට මුදල් ලැබුනේ නැහැ. ඒක කියන්නේ මොකද?",sinhala,0.4864864864864865,False,0.893356
257,"When considering currency holdings and exchanges, what fiat currencies are supported?",gptoss,"currency holdings සහ exchanges ගැන සිතනොත්, supported fiat currencies කොයි?",sinhala,0.25,False,0.89473504
259,Can I hold money in other currencies?,gptoss,මට වෙනත් currency එකේ මුදල් hold කරගන්න පුළුවද?,sinhala,0.6923076923076923,False,0.92676747
273,Can I hold money in multiple currencies?,gptoss,මට multiple currencies එකේ මුදල් hold කරගන්න පුළුවද?,sinhala,0.5,False,0.93963134
296,I need it delivered on a certain date.,gptoss,මට ඒක එක දිනයට delivered කරලා දෙන්න.,sinhala,0.6896551724137931,False,0.74382496
298,How long does it take to get my card? Can I choose when to receive it?,gptoss,කාඩ් එක ලැබෙන්න කොච්චරක් ගනී? මට receive කරන දිනය choose කරගන්න පුළුවද?,sinhala,0.7758620689655172,False,0.8431932
299,How long will it take for the card to arrive?,gptoss,කාඩ් එක arrive වීමට කොච්චරක් ගනී?,sinhala,0.7777777777777778,False,0.8951235
304,When will the card arrive?,gptoss,කාඩ් එක arrive වන්නේ කවදා?,sinhala,0.7142857142857143,False,0.8944692
306,When are cards delivered?,gptoss,කාඩ් එක deliver වන්නේ කවදා?,sinhala,0.6818181818181818,False,0.8942094
330,"Where can I find the ""auto-top"" feature?",gptoss,auto-top feature එක කොහොමද හොයාගන්න පුළුවද?,sinhala,0.6111111111111112,False,0.82546705
339,How do I make sure I don't run out of money on my card while traveling?,gptoss,traveling කරන විට card එකේ මුදල් run out වන්නේ නැහැ කියලා බලන්නේ කොහොමද?,sinhala,0.6779661016949152,False,0.8407679
