id,image_path,primary_language,scripts,condition,ground_truth
0142,screenshots/augmented/synthetic_bank_0142_lowres.png,Tamil,Tamil,low-resolution,"09:15
4G
Nova Mobile Banking
Secure transaction centre
URGENT
EUR 201.78
நீங்கள் அறியாத பரிவர்த்தனை பதிவாகியுள்ளது.
Date & time
05 Feb 2025 • 07:59
Reference
NMB-2502-962072
Error code
COW-310
Issue
Unauthorized transaction
Secure account
Back to activity"
0143,screenshots/synthetic_bank_0143.png,English,Latin,clean,"20:15
4G
Nova Mobile Banking
Secure transaction centre
FAILED
USD 1,020.70
The new beneficiary could not be added.
Date & time
14 Mar 2026 • 11:53
Reference
NMB-2603-697871
Error code
BPV-572
Issue
Beneficiary not added
Get help
Back to activity"
0143,screenshots/augmented/synthetic_bank_0143_blur.png,English,Latin,blur,"20:15
4G
Nova Mobile Banking
Secure transaction centre
FAILED
USD 1,020.70
The new beneficiary could not be added.
Date & time
14 Mar 2026 • 11:53
Reference
NMB-2603-697871
Error code
BPV-572
Issue
Beneficiary not added
Get help
Back to activity"
0143,screenshots/augmented/synthetic_bank_0143_rot.png,English,Latin,rotation,"20:15
4G
Nova Mobile Banking
Secure transaction centre
FAILED
USD 1,020.70
The new beneficiary could not be added.
Date & time
14 Mar 2026 • 11:53
Reference
NMB-2603-697871
Error code
BPV-572
Issue
Beneficiary not added
Get help
Back to activity"
0143,screenshots/augmented/synthetic_bank_0143_lowres.png,English,Latin,low-resolution,"20:15
4G
Nova Mobile Banking
Secure transaction centre
FAILED
USD 1,020.70
The new beneficiary could not be added.
Date & time
14 Mar 2026 • 11:53
Reference
NMB-2603-697871
Error code
BPV-572
Issue
Beneficiary not added
Get help
Back to activity"
0144,screenshots/synthetic_bank_0144.png,Tanglish,Latin,clean,"20:00
4G
Nova Mobile Banking
Secure transaction centre
DECLINED
SGD 2,022.38
Card payment decline aayiduchu.
Date & time
07 Feb 2024 • 16:34
Reference
NMB-2402-207520
Error code
RZH-988
Issue
Card payment declined
Get help
Back to activity"
0144,screenshots/augmented/synthetic_bank_0144_blur.png,Tanglish,Latin,blur,"20:00
4G
Nova Mobile Banking
Secure transaction centre
DECLINED
SGD 2,022.38
Card payment decline aayiduchu.
Date & time
07 Feb 2024 • 16:34
Reference
NMB-2402-207520
Error code
RZH-988
Issue
Card payment declined
Get help
Back to activity"
0144,screenshots/augmented/synthetic_bank_0144_rot.png,Tanglish,Latin,rotation,"20:00
4G
Nova Mobile Banking
Secure transaction centre
DECLINED
SGD 2,022.38
Card payment decline aayiduchu.
Date & time
07 Feb 2024 • 16:34
Reference
NMB-2402-207520
Error code
RZH-988
Issue
Card payment declined
Get help
Back to activity"
0144,screenshots/augmented/synthetic_bank_0144_lowres.png,Tanglish,Latin,low-resolution,"20:00
4G
Nova Mobile Banking
Secure transaction centre
DECLINED
SGD 2,022.38
Card payment decline aayiduchu.
Date & time
07 Feb 2024 • 16:34
Reference
NMB-2402-207520
Error code
RZH-988
Issue
Card payment declined
Get help
Back to activity"
0145,screenshots/synthetic_bank_0145.png,English,Latin,clean,"08:15
4G
Nova Mobile Banking
Secure transaction centre
PENDING
USD 1,156.43
Your transfer is still being processed.
Date & time
13 Feb 2025 • 10:58
Reference
NMB-2502-876364
Error code
MYU-718
Issue
Transfer pending
Get help
Back to activity"
0145,screenshots/augmented/synthetic_bank_0145_blur.png,English,Latin,blur,"08:15
4G
Nova Mobile Banking
Secure transaction centre
PENDING
USD 1,156.43
Your transfer is still being processed.
Date & time
13 Feb 2025 • 10:58
Reference
NMB-2502-876364
Error code
MYU-718
Issue
Transfer pending
Get help
Back to activity"
0145,screenshots/augmented/synthetic_bank_0145_rot.png,English,Latin,rotation,"08:15
4G
Nova Mobile Banking
Secure transaction centre
PENDING
USD 1,156.43
Your transfer is still being processed.
Date & time
13 Feb 2025 • 10:58
Reference
NMB-2502-876364
Error code
MYU-718
Issue
Transfer pending
Get help
Back to activity"
0145,screenshots/augmented/synthetic_bank_0145_lowres.png,English,Latin,low-resolution,"08:15
4G
Nova Mobile Banking
Secure transaction centre
PENDING
USD 1,156.43
Your transfer is still being processed.
Date & time
13 Feb 2025 • 10:58
Reference
NMB-2502-876364
Error code
MYU-718
Issue
Transfer pending
Get help
Back to activity"
0146,screenshots/synthetic_bank_0146.png,English,Latin,clean,"16:30
4G
Nova Mobile Banking
Secure transaction centre
PENDING
EUR 1,019.05
Your transfer is still being processed.
Date & time
23 Apr 2024 • 10:20
Reference
NMB-2404-189084
Error code
ZAL-334
Issue
Transfer pending
Get help
Back to activity"
0146,screenshots/augmented/synthetic_bank_0146_blur.png,English,Latin,blur,"16:30
4G
Nova Mobile Banking
Secure transaction centre
PENDING
EUR 1,019.05
Your transfer is still being processed.
Date & time
23 Apr 2024 • 10:20
Reference
NMB-2404-189084
Error code
ZAL-334
Issue
Transfer pending
Get help
Back to activity"
0146,screenshots/augmented/synthetic_bank_0146_rot.png,English,Latin,rotation,"16:30
4G
Nova Mobile Banking
Secure transaction centre
PENDING
EUR 1,019.05
Your transfer is still being processed.
Date & time
23 Apr 2024 • 10:20
Reference
NMB-2404-189084
Error code
ZAL-334
Issue
Transfer pending
Get help
Back to activity"
0146,screenshots/augmented/synthetic_bank_0146_lowres.png,English,Latin,low-resolution,"16:30
4G
Nova Mobile Banking
Secure transaction centre
PENDING
EUR 1,019.05
Your transfer is still being processed.
Date & time
23 Apr 2024 • 10:20
Reference
NMB-2404-189084
Error code
ZAL-334
Issue
Transfer pending
Get help
Back to activity"
0147,screenshots/synthetic_bank_0147.png,Tamil,Tamil,clean,"16:15
4G
Nova Mobile Banking
Secure transaction centre
REVIEW
USD 665.49
இந்தப் பரிவர்த்தனை இருமுறை காணப்படுகிறது.
Date & time
12 Mar 2024 • 16:34
Reference
NMB-2403-158663
Error code
SPP-901
Issue
Duplicate transaction
Get help
Back to activity"
0147,screenshots/augmented/synthetic_bank_0147_blur.png,Tamil,Tamil,blur,"16:15
4G
Nova Mobile Banking
Secure transaction centre
REVIEW
USD 665.49
இந்தப் பரிவர்த்தனை இருமுறை காணப்படுகிறது.
Date & time
12 Mar 2024 • 16:34
Reference
NMB-2403-158663
Error code
SPP-901
Issue
Duplicate transaction
Get help
Back to activity"
0147,screenshots/augmented/synthetic_bank_0147_rot.png,Tamil,Tamil,rotation,"16:15
4G
Nova Mobile Banking
Secure transaction centre
REVIEW
USD 665.49
இந்தப் பரிவர்த்தனை இருமுறை காணப்படுகிறது.
Date & time
12 Mar 2024 • 16:34
Reference
NMB-2403-158663
Error code
SPP-901
Issue
Duplicate transaction
Get help
Back to activity"
0147,screenshots/augmented/synthetic_bank_0147_lowres.png,Tamil,Tamil,low-resolution,"16:15
4G
Nova Mobile Banking
Secure transaction centre
REVIEW
USD 665.49
இந்தப் பரிவர்த்தனை இருமுறை காணப்படுகிறது.
Date & time
12 Mar 2024 • 16:34
Reference
NMB-2403-158663
Error code
SPP-901
Issue
Duplicate transaction
Get help
Back to activity"
0148,screenshots/synthetic_bank_0148.png,Singlish,Latin,clean,"13:45
4G
Nova Mobile Banking
Secure transaction centre
WAITING
EUR 757.60
OTP eka thawama awe naha.
Date & time
12 Dec 2024 • 21:49
Reference
NMB-2412-180401
Error code
UUI-698
Issue
OTP not received
Get help
Back to activity"
0148,screenshots/augmented/synthetic_bank_0148_blur.png,Singlish,Latin,blur,"13:45
4G
Nova Mobile Banking
Secure transaction centre
WAITING
EUR 757.60
OTP eka thawama awe naha.
Date & time
12 Dec 2024 • 21:49
Reference
NMB-2412-180401
Error code
UUI-698
Issue
OTP not received
Get help
Back to activity"
0148,screenshots/augmented/synthetic_bank_0148_rot.png,Singlish,Latin,rotation,"13:45
4G
Nova Mobile Banking
Secure transaction centre
WAITING
EUR 757.60
OTP eka thawama awe naha.
Date & time
12 Dec 2024 • 21:49
Reference
NMB-2412-180401
Error code
UUI-698
Issue
OTP not received
Get help
Back to activity"
0148,screenshots/augmented/synthetic_bank_0148_lowres.png,Singlish,Latin,low-resolution,"13:45
4G
Nova Mobile Banking
Secure transaction centre
WAITING
EUR 757.60
OTP eka thawama awe naha.
Date & time
12 Dec 2024 • 21:49
Reference
NMB-2412-180401
Error code
UUI-698
Issue
OTP not received
Get help
Back to activity"
0149,screenshots/synthetic_bank_0149.png,Sinhala,Sinhala,clean,"21:30
4G
Nova Mobile Banking
Secure transaction centre
FAILED
USD 1,182.04
ගිණුමෙන් අඩු වූ නමුත් මුදල් ලැබුණේ නැත.
Date & time
30 Jul 2025 • 17:07
Reference
NMB-2507-732085
Error code
IDS-150
Issue
Cash not received
Get help
Back to activity"
0149,screenshots/augmented/synthetic_bank_0149_blur.png,Sinhala,Sinhala,blur,"21:30
4G
Nova Mobile Banking
Secure transaction centre
FAILED
USD 1,182.04
ගිණුමෙන් අඩු වූ නමුත් මුදල් ලැබුණේ නැත.
Date & time
30 Jul 2025 • 17:07
Reference
NMB-2507-732085
Error code
IDS-150
Issue
Cash not received
Get help
Back to activity"
0149,screenshots/augmented/synthetic_bank_0149_rot.png,Sinhala,Sinhala,rotation,"21:30
4G
Nova Mobile Banking
Secure transaction centre
FAILED
USD 1,182.04
ගිණුමෙන් අඩු වූ නමුත් මුදල් ලැබුණේ නැත.
Date & time
30 Jul 2025 • 17:07
Reference
NMB-2507-732085
Error code
IDS-150
Issue
Cash not received
Get help
Back to activity"
0149,screenshots/augmented/synthetic_bank_0149_lowres.png,Sinhala,Sinhala,low-resolution,"21:30
4G
Nova Mobile Banking
Secure transaction centre
FAILED
USD 1,182.04
ගිණුමෙන් අඩු වූ නමුත් මුදල් ලැබුණේ නැත.
Date & time
30 Jul 2025 • 17:07
Reference
NMB-2507-732085
Error code
IDS-150
Issue
Cash not received
Get help
Back to activity"
0150,screenshots/synthetic_bank_0150.png,Tanglish,Latin,clean,"08:10
4G
Nova Mobile Banking
Secure transaction centre
PENDING
LKR 1,300.55
Balance innum update aagala.
Date & time
08 Oct 2025 • 22:57
Reference
NMB-2510-161612
Error code
LAS-375
Issue
Balance not updated
Get help
Back to activity"
0150,screenshots/augmented/synthetic_bank_0150_blur.png,Tanglish,Latin,blur,"08:10
4G
Nova Mobile Banking
Secure transaction centre
PENDING
LKR 1,300.55
Balance innum update aagala.
Date & time
08 Oct 2025 • 22:57
Reference
NMB-2510-161612
Error code
LAS-375
Issue
Balance not updated
Get help
Back to activity"
0150,screenshots/augmented/synthetic_bank_0150_rot.png,Tanglish,Latin,rotation,"08:10
4G
Nova Mobile Banking
Secure transaction centre
PENDING
LKR 1,300.55
Balance innum update aagala.
Date & time
08 Oct 2025 • 22:57
Reference
NMB-2510-161612
Error code
LAS-375
Issue
Balance not updated
Get help
Back to activity"
0150,screenshots/augmented/synthetic_bank_0150_lowres.png,Tanglish,Latin,low-resolution,"08:10
4G
Nova Mobile Banking
Secure transaction centre
PENDING
LKR 1,300.55
Balance innum update aagala.
Date & time
08 Oct 2025 • 22:57
Reference
NMB-2510-161612
Error code
LAS-375
Issue
Balance not updated
Get help
Back to activity"
0151,screenshots/synthetic_bank_0151.png,English,Latin,clean,"22:30
4G
Nova Mobile Banking
Secure transaction centre
URGENT
GBP 385.84
Freeze your stolen card immediately.
Date & time
08 Nov 2025 • 09:58
Reference
NMB-2511-364549
Error code
NUZ-727
Issue
Card stolen
Freeze card
Back to activity"
0151,screenshots/augmented/synthetic_bank_0151_blur.png,English,Latin,blur,"22:30
4G
Nova Mobile Banking
Secure transaction centre
URGENT
GBP 385.84
Freeze your stolen card immediately.
Date & time
08 Nov 2025 • 09:58
Reference
NMB-2511-364549
Error code
NUZ-727
Issue
Card stolen
Freeze card
Back to activity"
0151,screenshots/augmented/synthetic_bank_0151_rot.png,English,Latin,rotation,"22:30
4G
Nova Mobile Banking
Secure transaction centre
URGENT
GBP 385.84
Freeze your stolen card immediately.
Date & time
08 Nov 2025 • 09:58
Reference
NMB-2511-364549
Error code
NUZ-727
Issue
Card stolen
Freeze card
Back to activity"
0151,screenshots/augmented/synthetic_bank_0151_lowres.png,English,Latin,low-resolution,"22:30
4G
Nova Mobile Banking
Secure transaction centre
URGENT
GBP 385.84
Freeze your stolen card immediately.
Date & time
08 Nov 2025 • 09:58
Reference
NMB-2511-364549
Error code
NUZ-727
Issue
Card stolen
Freeze card
Back to activity"
0152,screenshots/synthetic_bank_0152.png,Singlish,Latin,clean,"08:15
4G
Nova Mobile Banking
Secure transaction centre
URGENT
LKR 497.17
Card eka horakam kala; danma freeze karanna.
Date & time
30 May 2026 • 01:48
Reference
NMB-2605-339929
Error code
SNI-620
Issue
Card stolen
Freeze card
Back to activity"
0152,screenshots/augmented/synthetic_bank_0152_blur.png,Singlish,Latin,blur,"08:15
4G
Nova Mobile Banking
Secure transaction centre
URGENT
LKR 497.17
Card eka horakam kala; danma freeze karanna.
Date & time
30 May 2026 • 01:48
Reference
NMB-2605-339929
Error code
SNI-620
Issue
Card stolen
Freeze card
Back to activity"
0152,screenshots/augmented/synthetic_bank_0152_rot.png,Singlish,Latin,rotation,"08:15
4G
Nova Mobile Banking
Secure transaction centre
URGENT
LKR 497.17
Card eka horakam kala; danma freeze karanna.
Date & time
30 May 2026 • 01:48
Reference
NMB-2605-339929
Error code
SNI-620
Issue
Card stolen
Freeze card
Back to activity"
0152,screenshots/augmented/synthetic_bank_0152_lowres.png,Singlish,Latin,low-resolution,"08:15
4G
Nova Mobile Banking
Secure transaction centre
URGENT
LKR 497.17
Card eka horakam kala; danma freeze karanna.
Date & time
30 May 2026 • 01:48
Reference
NMB-2605-339929
Error code
SNI-620
Issue
Card stolen
Freeze card
Back to activity"
0153,screenshots/synthetic_bank_0153.png,Tanglish,Latin,clean,"18:00
4G
Nova Mobile Banking
Secure transaction centre
FAILED
EUR 1,093.30
Account-la debit aachu, cash kidaikala.
Date & time
21 Feb 2026 • 19:48
Reference
NMB-2602-991077
Error code
UZV-448
Issue
Cash not received
Get help
Back to activity"
0153,screenshots/augmented/synthetic_bank_0153_blur.png,Tanglish,Latin,blur,"18:00
4G
Nova Mobile Banking
Secure transaction centre
FAILED
EUR 1,093.30
Account-la debit aachu, cash kidaikala.
Date & time
21 Feb 2026 • 19:48
Reference
NMB-2602-991077
Error code
UZV-448
Issue
Cash not received
Get help
Back to activity"
0153,screenshots/augmented/synthetic_bank_0153_rot.png,Tanglish,Latin,rotation,"18:00
4G
Nova Mobile Banking
Secure transaction centre
FAILED
EUR 1,093.30
Account-la debit aachu, cash kidaikala.
Date & time
21 Feb 2026 • 19:48
Reference
NMB-2602-991077
Error code
UZV-448
Issue
Cash not received
Get help
Back to activity"
0153,screenshots/augmented/synthetic_bank_0153_lowres.png,Tanglish,Latin,low-resolution,"18:00
4G
Nova Mobile Banking
Secure transaction centre
FAILED
EUR 1,093.30
Account-la debit aachu, cash kidaikala.
Date & time
21 Feb 2026 • 19:48
Reference
NMB-2602-991077
Error code
UZV-448
Issue
Cash not received
Get help
Back to activity"
0154,screenshots/synthetic_bank_0154.png,English,Latin,clean,"21:30
4G
Nova Mobile Banking
Secure transaction centre
WAITING
SGD 1,316.28
The verification code has not arrived.
Date & time
20 May 2026 • 15:37
Reference
NMB-2605-651834
Error code
EAL-840
Issue
OTP not received
Get help
Back to activity"
0154,screenshots/augmented/synthetic_bank_0154_blur.png,English,Latin,blur,"21:30
4G
Nova Mobile Banking
Secure transaction centre
WAITING
SGD 1,316.28
The verification code has not arrived.
Date & time
20 May 2026 • 15:37
Reference
NMB-2605-651834
Error code
EAL-840
Issue
OTP not received
Get help
Back to activity"
0154,screenshots/augmented/synthetic_bank_0154_rot.png,English,Latin,rotation,"21:30
4G
Nova Mobile Banking
Secure transaction centre
WAITING
SGD 1,316.28
The verification code has not arrived.
Date & time
20 May 2026 • 15:37
Reference
NMB-2605-651834
Error code
EAL-840
Issue
OTP not received
Get help
Back to activity"
0154,screenshots/augmented/synthetic_bank_0154_lowres.png,English,Latin,low-resolution,"21:30
4G
Nova Mobile Banking
Secure transaction centre
WAITING
SGD 1,316.28
The verification code has not arrived.
Date & time
20 May 2026 • 15:37
Reference
NMB-2605-651834
Error code
EAL-840
Issue
OTP not received
Get help
Back to activity"
0155,screenshots/synthetic_bank_0155.png,Singlish,Latin,clean,"13:30
4G
Nova Mobile Banking
Secure transaction centre
URGENT
SGD 768.27
Card eka horakam kala; danma freeze karanna.
Date & time
20 May 2025 • 10:39
Reference
NMB-2505-392186
Error code
GZJ-939
Issue
Card stolen
Freeze card
Back to activity"
0155,screenshots/augmented/synthetic_bank_0155_blur.png,Singlish,Latin,blur,"13:30
4G
Nova Mobile Banking
Secure transaction centre
URGENT
SGD 768.27
Card eka horakam kala; danma freeze karanna.
Date & time
20 May 2025 • 10:39
Reference
NMB-2505-392186
Error code
GZJ-939
Issue
Card stolen
Freeze card
Back to activity"
0155,screenshots/augmented/synthetic_bank_0155_rot.png,Singlish,Latin,rotation,"13:30
4G
Nova Mobile Banking
Secure transaction centre
URGENT
SGD 768.27
Card eka horakam kala; danma freeze karanna.
Date & time
20 May 2025 • 10:39
Reference
NMB-2505-392186
Error code
GZJ-939
Issue
Card stolen
Freeze card
Back to activity"
0155,screenshots/augmented/synthetic_bank_0155_lowres.png,Singlish,Latin,low-resolution,"13:30
4G
Nova Mobile Banking
Secure transaction centre
URGENT
SGD 768.27
Card eka horakam kala; danma freeze karanna.
Date & time
20 May 2025 • 10:39
Reference
NMB-2505-392186
Error code
GZJ-939
Issue
Card stolen
Freeze card
Back to activity"
0156,screenshots/synthetic_bank_0156.png,Singlish,Latin,clean,"16:00
4G
Nova Mobile Banking
Secure transaction centre
PENDING
LKR 2,114.72
Transfer eka thawama process wenawa.
Date & time
13 Feb 2025 • 12:11
Reference
NMB-2502-178524
Error code
TMW-427
Issue
Transfer pending
Get help
Back to activity"
0156,screenshots/augmented/synthetic_bank_0156_blur.png,Singlish,Latin,blur,"16:00
4G
Nova Mobile Banking
Secure transaction centre
PENDING
LKR 2,114.72
Transfer eka thawama process wenawa.
Date & time
13 Feb 2025 • 12:11
Reference
NMB-2502-178524
Error code
TMW-427
Issue
Transfer pending
Get help
Back to activity"
0156,screenshots/augmented/synthetic_bank_0156_rot.png,Singlish,Latin,rotation,"16:00
4G
Nova Mobile Banking
Secure transaction centre
PENDING
LKR 2,114.72
Transfer eka thawama process wenawa.
Date & time
13 Feb 2025 • 12:11
Reference
NMB-2502-178524
Error code
TMW-427
Issue
Transfer pending
Get help
Back to activity"
0156,screenshots/augmented/synthetic_bank_0156_lowres.png,Singlish,Latin,low-resolution,"16:00
4G
Nova Mobile Banking
Secure transaction centre
PENDING
LKR 2,114.72
Transfer eka thawama process wenawa.
Date & time
13 Feb 2025 • 12:11
Reference
NMB-2502-178524
Error code
TMW-427
Issue
Transfer pending
Get help
Back to activity"
0157,screenshots/synthetic_bank_0157.png,Tanglish,Latin,clean,"15:45
4G
Nova Mobile Banking
Secure transaction centre
REVIEW
EUR 1,547.91
Exchange rate sari illa pola.
Date & time
10 Aug 2025 • 14:46
Reference
NMB-2508-483844
Error code
SWK-769
Issue
Wrong exchange rate
Get help
Back to activity"
0157,screenshots/augmented/synthetic_bank_0157_blur.png,Tanglish,Latin,blur,"15:45
4G
Nova Mobile Banking
Secure transaction centre
REVIEW
EUR 1,547.91
Exchange rate sari illa pola.
Date & time
10 Aug 2025 • 14:46
Reference
NMB-2508-483844
Error code
SWK-769
Issue
Wrong exchange rate
Get help
Back to activity"
0157,screenshots/augmented/synthetic_bank_0157_rot.png,Tanglish,Latin,rotation,"15:45
4G
Nova Mobile Banking
Secure transaction centre
REVIEW
EUR 1,547.91
Exchange rate sari illa pola.
Date & time
10 Aug 2025 • 14:46
Reference
NMB-2508-483844
Error code
SWK-769
Issue
Wrong exchange rate
Get help
Back to activity"
0157,screenshots/augmented/synthetic_bank_0157_lowres.png,Tanglish,Latin,low-resolution,"15:45
4G
Nova Mobile Banking
Secure transaction centre
REVIEW
EUR 1,547.91
Exchange rate sari illa pola.
Date & time
10 Aug 2025 • 14:46
Reference
NMB-2508-483844
Error code
SWK-769
Issue
Wrong exchange rate
Get help
Back to activity"
0158,screenshots/synthetic_bank_0158.png,Singlish,Latin,clean,"14:15
4G
Nova Mobile Banking
Secure transaction centre
WAITING
EUR 822.57
OTP eka thawama awe naha.
Date & time
06 Mar 2025 • 23:36
Reference
NMB-2503-741193
Error code
XPY-998
Issue
OTP not received
Get help
Back to activity"
0158,screenshots/augmented/synthetic_bank_0158_blur.png,Singlish,Latin,blur,"14:15
4G
Nova Mobile Banking
Secure transaction centre
WAITING
EUR 822.57
OTP eka thawama awe naha.
Date & time
06 Mar 2025 • 23:36
Reference
NMB-2503-741193
Error code
XPY-998
Issue
OTP not received
Get help
Back to activity"
0158,screenshots/augmented/synthetic_bank_0158_rot.png,Singlish,Latin,rotation,"14:15
4G
Nova Mobile Banking
Secure transaction centre
WAITING
EUR 822.57
OTP eka thawama awe naha.
Date & time
06 Mar 2025 • 23:36
Reference
NMB-2503-741193
Error code
XPY-998
Issue
OTP not received
Get help
Back to activity"
0158,screenshots/augmented/synthetic_bank_0158_lowres.png,Singlish,Latin,low-resolution,"14:15
4G
Nova Mobile Banking
Secure transaction centre
WAITING
EUR 822.57
OTP eka thawama awe naha.
Date & time
06 Mar 2025 • 23:36
Reference
NMB-2503-741193
Error code
XPY-998
Issue
OTP not received
Get help
Back to activity"
0159,screenshots/synthetic_bank_0159.png,Tamil,Tamil,clean,"22:30
4G
Nova Mobile Banking
Secure transaction centre
URGENT
SGD 1,321.29
நீங்கள் அறியாத பரிவர்த்தனை பதிவாகியுள்ளது.
Date & time
14 May 2024 • 23:55
Reference
NMB-2405-961152
Error code
VKJ-515
Issue
Unauthorized transaction
Secure account
Back to activity"
0159,screenshots/augmented/synthetic_bank_0159_blur.png,Tamil,Tamil,blur,"22:30
4G
Nova Mobile Banking
Secure transaction centre
URGENT
SGD 1,321.29
நீங்கள் அறியாத பரிவர்த்தனை பதிவாகியுள்ளது.
Date & time
14 May 2024 • 23:55
Reference
NMB-2405-961152
Error code
VKJ-515
Issue
Unauthorized transaction
Secure account
Back to activity"
0159,screenshots/augmented/synthetic_bank_0159_rot.png,Tamil,Tamil,rotation,"22:30
4G
Nova Mobile Banking
Secure transaction centre
URGENT
SGD 1,321.29
நீங்கள் அறியாத பரிவர்த்தனை பதிவாகியுள்ளது.
Date & time
14 May 2024 • 23:55
Reference
NMB-2405-961152
Error code
VKJ-515
Issue
Unauthorized transaction
Secure account
Back to activity"
0159,screenshots/augmented/synthetic_bank_0159_lowres.png,Tamil,Tamil,low-resolution,"22:30
4G
Nova Mobile Banking
Secure transaction centre
URGENT
SGD 1,321.29
நீங்கள் அறியாத பரிவர்த்தனை பதிவாகியுள்ளது.
Date & time
14 May 2024 • 23:55
Reference
NMB-2405-961152
Error code
VKJ-515
Issue
Unauthorized transaction
Secure account
Back to activity"
0160,screenshots/synthetic_bank_0160.png,Tanglish,Latin,clean,"11:10
4G
Nova Mobile Banking
Secure transaction centre
PENDING
USD 45.33
Balance innum update aagala.
Date & time
01 Jul 2025 • 08:09
Reference
NMB-2507-243658
Error code
MFL-199
Issue
Balance not updated
Get help
Back to activity"
0160,screenshots/augmented/synthetic_bank_0160_blur.png,Tanglish,Latin,blur,"11:10
4G
Nova Mobile Banking
Secure transaction centre
PENDING
USD 45.33
Balance innum update aagala.
Date & time
01 Jul 2025 • 08:09
Reference
NMB-2507-243658
Error code
MFL-199
Issue
Balance not updated
Get help
Back to activity"
0160,screenshots/augmented/synthetic_bank_0160_rot.png,Tanglish,Latin,rotation,"11:10
4G
Nova Mobile Banking
Secure transaction centre
PENDING
USD 45.33
Balance innum update aagala.
Date & time
01 Jul 2025 • 08:09
Reference
NMB-2507-243658
Error code
MFL-199
Issue
Balance not updated
Get help
Back to activity"
0160,screenshots/augmented/synthetic_bank_0160_lowres.png,Tanglish,Latin,low-resolution,"11:10
4G
Nova Mobile Banking
Secure transaction centre
PENDING
USD 45.33
Balance innum update aagala.
Date & time
01 Jul 2025 • 08:09
Reference
NMB-2507-243658
Error code
MFL-199
Issue
Balance not updated
Get help
Back to activity"
0161,screenshots/synthetic_bank_0161.png,Singlish,Latin,clean,"12:45
4G
Nova Mobile Banking
Secure transaction centre
URGENT
USD 2,489.99
Card eka horakam kala; danma freeze karanna.
Date & time
01 Sep 2025 • 09:08
Reference
NMB-2509-593694
Error code
YTH-102
Issue
Card stolen
Freeze card
Back to activity"
0161,screenshots/augmented/synthetic_bank_0161_blur.png,Singlish,Latin,blur,"12:45
4G
Nova Mobile Banking
Secure transaction centre
URGENT
USD 2,489.99
Card eka horakam kala; danma freeze karanna.
Date & time
01 Sep 2025 • 09:08
Reference
NMB-2509-593694
Error code
YTH-102
Issue
Card stolen
Freeze card
Back to activity"
0161,screenshots/augmented/synthetic_bank_0161_rot.png,Singlish,Latin,rotation,"12:45
4G
Nova Mobile Banking
Secure transaction centre
URGENT
USD 2,489.99
Card eka horakam kala; danma freeze karanna.
Date & time
01 Sep 2025 • 09:08
Reference
NMB-2509-593694
Error code
YTH-102
Issue
Card stolen
Freeze card
Back to activity"
0161,screenshots/augmented/synthetic_bank_0161_lowres.png,Singlish,Latin,low-resolution,"12:45
4G
Nova Mobile Banking
Secure transaction centre
URGENT
USD 2,489.99
Card eka horakam kala; danma freeze karanna.
Date & time
01 Sep 2025 • 09:08
Reference
NMB-2509-593694
Error code
YTH-102
Issue
Card stolen
Freeze card
Back to activity"
0162,screenshots/synthetic_bank_0162.png,Sinhala,Sinhala,clean,"17:15
4G
Nova Mobile Banking
Secure transaction centre
PENDING
LKR 1,617.22
ඔබගේ ශේෂය තවම යාවත්කාලීන වී නැත.
Date & time
04 Feb 2024 • 13:53
Reference
NMB-2402-319646
Error code
ULF-271
Issue
Balance not updated
Get help
Back to activity"
0162,screenshots/augmented/synthetic_bank_0162_blur.png,Sinhala,Sinhala,blur,"17:15
4G
Nova Mobile Banking
Secure transaction centre
PENDING
LKR 1,617.22
ඔබගේ ශේෂය තවම යාවත්කාලීන වී නැත.
Date & time
04 Feb 2024 • 13:53
Reference
NMB-2402-319646
Error code
ULF-271
Issue
Balance not updated
Get help
Back to activity"
0162,screenshots/augmented/synthetic_bank_0162_rot.png,Sinhala,Sinhala,rotation,"17:15
4G
Nova Mobile Banking
Secure transaction centre
PENDING
LKR 1,617.22
ඔබගේ ශේෂය තවම යාවත්කාලීන වී නැත.
Date & time
04 Feb 2024 • 13:53
Reference
NMB-2402-319646
Error code
ULF-271
Issue
Balance not updated
Get help
Back to activity"
0162,screenshots/augmented/synthetic_bank_0162_lowres.png,Sinhala,Sinhala,low-resolution,"17:15
4G
Nova Mobile Banking
Secure transaction centre
PENDING
LKR 1,617.22
ඔබගේ ශේෂය තවම යාවත්කාලීන වී නැත.
Date & time
04 Feb 2024 • 13:53
Reference
NMB-2402-319646
Error code
ULF-271
Issue
Balance not updated
Get help
Back to activity"
0163,screenshots/synthetic_bank_0163.png,Tamil,Tamil,clean,"18:45
4G
Nova Mobile Banking
Secure transaction centre
URGENT
GBP 330.10
நீங்கள் அறியாத பரிவர்த்தனை பதிவாகியுள்ளது.
Date & time
23 Jan 2024 • 08:05
Reference
NMB-2401-118351
Error code
UEC-982
Issue
Unauthorized transaction
Secure account
Back to activity"
0163,screenshots/augmented/synthetic_bank_0163_blur.png,Tamil,Tamil,blur,"18:45
4G
Nova Mobile Banking
Secure transaction centre
URGENT
GBP 330.10
நீங்கள் அறியாத பரிவர்த்தனை பதிவாகியுள்ளது.
Date & time
23 Jan 2024 • 08:05
Reference
NMB-2401-118351
Error code
UEC-982
Issue
Unauthorized transaction
Secure account
Back to activity"
