annotation_id,annotator,category,created_at,id_gold,lead_time,priority_gold,row_id,sentiment_gold,text,updated_at,id_v5,sentiment_v5,priority_v5,sentiment_pred
205,1,transfer_timing,2026-07-23T02:59:28.737744Z,135,6.621,High,6650,Neutral,I need to transfer something to China. It is urgent. How many days will it take to get there?,2026-07-23T02:59:28.737759Z,6650,Neutral,High,Neutral
206,1,passcode_forgotten,2026-07-23T02:59:34.058076Z,136,5.192,Medium,4879,Neutral,Help! I've forgot my app passcode!,2026-07-23T02:59:34.058090Z,4879,Negative,Medium,Neutral
207,1,card_about_to_expire,2026-07-23T02:59:42.450618Z,137,8.266,Medium,9605,Neutral,"I have a card that expires in the coming month, do I have to specifically ask for the updated card?",2026-07-23T02:59:42.450633Z,9605,Neutral,Low,Neutral
208,1,card_swallowed,2026-07-23T02:59:50.885762Z,138,8.307,Medium,6300,Neutral,How do I get my card back after the ATM swallowed it.,2026-07-23T02:59:50.885775Z,6300,Neutral,Medium,Neutral
209,1,declined_card_payment,2026-07-23T02:59:55.770662Z,139,4.753,Low,5957,Negative,"I keep trying to make a payment, but it doesn't work.",2026-07-23T02:59:55.770681Z,5957,Neutral,Medium,Negative
210,1,disposable_card_limits,2026-07-23T03:00:00.913048Z,140,5.014,Low,4346,Neutral,Is there a limit on the number of times I can use a disposable card?,2026-07-23T03:00:00.913059Z,4346,Neutral,Low,Neutral
211,1,top_up_limits,2026-07-23T03:00:03.690595Z,141,2.659,Low,2235,Neutral,Are top-ups unlimited?,2026-07-23T03:00:03.690610Z,2235,Neutral,Low,Neutral
212,1,supported_cards_and_currencies,2026-07-23T03:00:06.833280Z,142,3.019,Low,2936,Neutral,What are my payment options?,2026-07-23T03:00:06.833298Z,2936,Neutral,Low,Neutral
213,1,transfer_not_received_by_recipient,2026-07-23T03:00:16.314480Z,143,9.345,High,2738,Neutral,How long do transfers typically take? Is there a way of speeding the process up? My friend needs the money I sent her desperately.,2026-07-23T03:00:16.314497Z,2738,Neutral,High,Neutral
214,1,top_up_by_card_charge,2026-07-23T03:00:22.055504Z,144,5.608,Low,9097,Neutral,Will I see fees from adding money with an international card?,2026-07-23T03:00:22.055519Z,9097,Neutral,Medium,Neutral
215,1,cash_withdrawal_not_recognised,2026-07-23T03:00:27.532014Z,145,5.347,High,8824,Negative,The app says I made a cash withdrawal even though I didn't.,2026-07-23T03:00:27.532029Z,8824,Neutral,High,Neutral
216,1,card_acceptance,2026-07-23T03:00:31.507612Z,146,3.84,Low,3106,Neutral,Will this card work all over the world?,2026-07-23T03:00:31.507627Z,3106,Neutral,Low,Neutral
217,1,balance_not_updated_after_cheque_or_cash_deposit,2026-07-23T03:00:35.721284Z,147,4.074,Medium,3438,Neutral,"I deposited cash this morning, but it is not yet available.",2026-07-23T03:00:35.721294Z,3438,Neutral,Medium,Neutral
218,1,atm_support,2026-07-23T03:00:39.631679Z,148,3.784,Low,4545,Neutral,I can use this card at which ATMs?,2026-07-23T03:00:39.631696Z,4545,Neutral,Low,Neutral
219,1,beneficiary_not_allowed,2026-07-23T03:00:47.756952Z,149,7.986,Low,7022,Neutral,I got a message that I cannot name X as a beneficiary.,2026-07-23T03:00:47.756967Z,7022,Neutral,Low,Neutral
220,1,verify_source_of_funds,2026-07-23T03:00:52.108472Z,150,4.229,Low,6516,Neutral,where can I see who sent me funds,2026-07-23T03:00:52.108491Z,6516,Neutral,Low,Neutral
221,1,reverted_card_payment?,2026-07-23T03:01:15.759537Z,151,23.527,Medium,6863,Neutral,"Around one or two weeks ago I purchased something but there's seems to be an issue. I have already received one of the items, but today the money was placed back into my account. What is happening?",2026-07-23T03:01:15.759548Z,6863,Neutral,Low,Neutral
222,1,edit_personal_details,2026-07-23T03:01:19.371984Z,152,3.457,Low,3659,Neutral,I moved to a new city and need to change my address,2026-07-23T03:01:19.372001Z,3659,Neutral,Low,Neutral
223,1,card_payment_fee_charged,2026-07-23T03:01:22.498152Z,153,2.996,Low,2546,Neutral,Is there a fee for paying by card?,2026-07-23T03:01:22.498169Z,2546,Neutral,Medium,Neutral
224,1,declined_cash_withdrawal,2026-07-23T03:01:26.000597Z,154,3.354,Low,5027,Neutral,Why can I not get cash from the ATM?,2026-07-23T03:01:26.000613Z,5027,Neutral,Medium,Neutral
225,1,transfer_timing,2026-07-23T03:01:29.176109Z,155,3.042,Low,6691,Neutral,How long will it take to transfer from overseas?,2026-07-23T03:01:29.176126Z,6691,Neutral,Low,Neutral
226,1,transaction_charged_twice,2026-07-23T03:01:37.884631Z,156,8.559,High,6480,Neutral,Hello. I just noticed I was charged two times for a restaurant I visited this week. Can you reverse the additional charge?,2026-07-23T03:01:37.884649Z,6480,Neutral,Medium,Neutral
227,1,visa_or_mastercard,2026-07-23T03:01:41.375655Z,157,3.359,Low,4180,Neutral,What type of card can I get?,2026-07-23T03:01:41.375671Z,4180,Neutral,Low,Neutral
228,1,terminate_account,2026-07-23T03:01:46.925023Z,158,5.429,High,6180,Negative,I hate this company! Can you delete my account?,2026-07-23T03:01:46.925037Z,6180,Negative,High,Negative
229,1,card_swallowed,2026-07-23T03:01:53.656794Z,159,6.606,Medium,6245,Neutral,What do I do if the ATM took my card?,2026-07-23T03:01:53.656812Z,6245,Neutral,Medium,Neutral
230,1,terminate_account,2026-07-23T03:01:57.171460Z,160,3.393,High,6228,Negative,"This is terrible, i want to delete my account",2026-07-23T03:01:57.171478Z,6228,Negative,High,Negative
231,1,contactless_not_working,2026-07-23T03:02:03.231829Z,161,5.931,Medium,1785,Neutral,My contactless payments don't work.,2026-07-23T03:02:03.231847Z,1785,Neutral,Medium,Neutral
232,1,extra_charge_on_statement,2026-07-23T03:02:08.570100Z,162,5.211,Low,584,Neutral,I have been charged Rs 10 for something that appears on my statement,2026-07-23T03:02:08.570119Z,584,Neutral,Medium,Neutral
233,1,cash_withdrawal_not_recognised,2026-07-23T03:02:13.714510Z,163,5.013,High,8900,Neutral,There's a cash withdrawal I am certain I did not make,2026-07-23T03:02:13.714525Z,8900,Neutral,High,Neutral
234,1,getting_spare_card,2026-07-23T03:02:18.925998Z,164,5.076,Low,7927,Neutral,I need two cards. Is this possible?,2026-07-23T03:02:18.926012Z,7927,Neutral,Low,Neutral
235,1,topping_up_by_card,2026-07-23T03:02:21.977215Z,165,2.926,Low,4281,Neutral,i need to top up by card.,2026-07-23T03:02:21.977230Z,4281,Neutral,Low,Neutral
236,1,card_linking,2026-07-23T03:02:25.920338Z,166,3.823,Low,220,Neutral,"I've obtained the card, how do I enable it on the app?",2026-07-23T03:02:25.920350Z,220,Neutral,Low,Neutral
237,1,beneficiary_not_allowed,2026-07-23T03:02:32.288723Z,167,6.239,Medium,7097,Neutral,Why is this beneficiary being rejected?,2026-07-23T03:02:32.288735Z,7097,Neutral,Medium,Neutral
238,1,topping_up_by_card,2026-07-23T03:02:35.486509Z,168,3.072,Low,4240,Neutral,How can my friends top up my account?,2026-07-23T03:02:35.486520Z,4240,Neutral,Low,Neutral
239,1,transfer_into_account,2026-07-23T03:02:41.233867Z,169,5.616,Low,7667,Neutral,How can I go about transferring money to my account?,2026-07-23T03:02:41.233881Z,7667,Neutral,Low,Neutral
240,1,Refund_not_showing_up,2026-07-23T03:02:49.295532Z,170,7.928,Low,5731,Neutral,I was supposed to get a refund but I do not see it on my statement. When is it going to be updated?,2026-07-23T03:02:49.295540Z,5731,Neutral,Medium,Neutral
241,1,top_up_failed,2026-07-23T03:02:56.007674Z,171,6.59,Medium,8609,Neutral,Was there a problem with topping up?,2026-07-23T03:02:56.007683Z,8609,Neutral,Medium,Neutral
242,1,country_support,2026-07-23T03:03:00.176619Z,172,4.041,Low,9935,Neutral,Can I get a card if I don't reside in Sri Lanka?,2026-07-23T03:03:00.176633Z,9935,Neutral,Low,Neutral
243,1,pending_top_up,2026-07-23T03:03:05.110165Z,173,4.79,Medium,1995,Neutral,Why hasn't my top up gone through?,2026-07-23T03:03:05.110180Z,1995,Neutral,Low,Neutral
244,1,card_payment_not_recognised,2026-07-23T03:03:10.471500Z,174,18.682,High,3510,Neutral,What is this strange payment in my account?,2026-07-23T03:03:30.122969Z,3510,Neutral,High,Neutral
245,1,country_support,2026-07-23T03:03:37.709740Z,175,9.888,Low,9894,Neutral,What countries do your accounts send and receive to?,2026-07-23T03:03:37.709755Z,9894,Neutral,Low,Neutral
246,1,declined_card_payment,2026-07-23T03:03:47.161558Z,176,9.295,Medium,5868,Negative,"My payment has been declined!! What's going on, I thought everything was alright and working well?",2026-07-23T03:03:47.161573Z,5868,Negative,Medium,Negative
247,1,order_physical_card,2026-07-23T03:03:51.025477Z,177,3.724,Low,8108,Neutral,Where do you export the cards to?,2026-07-23T03:03:51.025492Z,8108,Neutral,Low,Neutral
248,1,card_linking,2026-07-23T03:03:58.815822Z,178,7.664,Medium,188,Neutral,"I want to reactivate my card, I thought I had lost it but found it again this morning.",2026-07-23T03:03:58.815836Z,188,Neutral,Low,Neutral
249,1,failed_transfer,2026-07-23T03:04:11.911975Z,179,12.956,Medium,7542,Negative,"Hi, can you tell me why my transfer keeps being rejected? I've been trying to send money to my friends this morning but failed every time and I have no idea why?",2026-07-23T03:04:11.911986Z,7542,Neutral,Medium,Negative
250,1,apple_pay_or_google_pay,2026-07-23T03:04:16.659206Z,180,4.61,Low,9735,Neutral,Can an apple watch be used to tup-up?,2026-07-23T03:04:16.659216Z,9735,Neutral,Low,Neutral
251,1,balance_not_updated_after_bank_transfer,2026-07-23T03:04:21.858420Z,181,5.06,Medium,8730,Neutral,Why hasn't the money I transferred into my account shown up yet?,2026-07-23T03:04:21.858435Z,8730,Neutral,Medium,Negative
252,1,top_up_by_bank_transfer_charge,2026-07-23T03:04:25.246070Z,182,3.263,Low,1904,Neutral,Does it cost me to add cash?,2026-07-23T03:04:25.246087Z,1904,Neutral,Low,Neutral
253,1,top_up_reverted,2026-07-23T03:04:38.620454Z,183,13.23,Medium,3192,Negative,"Did you lose my money? I had added funds through top-up not long ago and I know they were in my account, but they seem to have disappeared. What happened?",2026-07-23T03:04:38.620466Z,3192,Negative,Medium,Negative
254,1,pin_blocked,2026-07-23T03:04:47.416021Z,184,8.665,Medium,1725,Neutral,I managed to drunken block my card :(( Help!,2026-07-23T03:04:47.416037Z,1725,Negative,Medium,Neutral
255,1,reverted_card_payment?,2026-07-23T03:04:51.226641Z,185,3.672,Medium,6878,Neutral,My payment was stopped,2026-07-23T03:04:51.226655Z,6878,Neutral,Low,Neutral
256,1,top_up_by_cash_or_cheque,2026-07-23T03:04:55.030816Z,186,3.683,Low,7968,Neutral,What apps can I use to top up my account?,2026-07-23T03:04:55.030834Z,7968,Neutral,Low,Neutral
257,1,pending_transfer,2026-07-23T03:04:59.562186Z,187,4.327,Medium,6065,Negative,I am still waiting for a transfer to show,2026-07-23T03:04:59.562199Z,6065,Neutral,Low,Negative
258,1,order_physical_card,2026-07-23T03:05:03.351973Z,188,3.65,Low,8164,Neutral,What fees are charged for a physical card?,2026-07-23T03:05:03.351985Z,8164,Neutral,Low,Neutral
259,1,exchange_via_app,2026-07-23T03:05:08.170606Z,189,4.671,Low,1402,Neutral,"I need to exchange my LKR to USD, how would I do this?",2026-07-23T03:05:08.170621Z,1402,Neutral,Low,Neutral
260,1,cancel_transfer,2026-07-23T03:05:12.969324Z,190,4.665,High,2174,Neutral,"I made a mistake when making my last transfer, please cancel before it goes thru.",2026-07-23T03:05:12.969336Z,2174,Neutral,Medium,Neutral
261,1,top_up_limits,2026-07-23T03:05:17.831938Z,191,4.731,Low,2243,Neutral,How much is ok for me to top up with?,2026-07-23T03:05:17.831956Z,2243,Neutral,Low,Neutral
262,1,top_up_reverted,2026-07-23T03:05:21.791147Z,192,3.823,Low,3164,Neutral,I believe my top up was reverted.,2026-07-23T03:05:21.791165Z,3164,Neutral,Medium,Neutral
263,1,top_up_by_card_charge,2026-07-23T03:05:25.324003Z,193,3.402,Low,9173,Neutral,Is there a fee for adding funds with a credit card?,2026-07-23T03:05:25.324016Z,9173,Neutral,Low,Neutral
264,1,balance_not_updated_after_bank_transfer,2026-07-23T03:05:30.584397Z,194,5.134,Medium,8680,Neutral,Why hasn't my money transfer shown up yet?,2026-07-23T03:05:30.584412Z,8680,Neutral,Medium,Negative
265,1,get_disposable_virtual_card,2026-07-23T03:05:34.201706Z,195,3.479,Low,8383,Neutral,How can I create a disposable virtual card?,2026-07-23T03:05:34.201719Z,8383,Neutral,Low,Neutral
266,1,getting_spare_card,2026-07-23T03:05:37.417656Z,196,3.082,Low,7819,Neutral,Can I have more physical cards?,2026-07-23T03:05:37.417671Z,7819,Neutral,Low,Neutral
267,1,activate_my_card,2026-07-23T03:05:42.637794Z,197,5.072,Low,9318,Neutral,What steps do I have to go through in order to activate my new card?,2026-07-23T03:05:42.637812Z,9318,Neutral,Low,Neutral
268,1,unable_to_verify_identity,2026-07-23T03:05:47.546588Z,198,4.779,Low,3931,Neutral,The app does not recognize who I am.,2026-07-23T03:05:47.546602Z,3931,Neutral,Low,Neutral
269,1,card_delivery_estimate,2026-07-23T03:05:52.440723Z,199,4.773,High,1046,Neutral,When will my card come? I need it as soon as possible!,2026-07-23T03:05:52.440737Z,1046,Neutral,High,Negative
270,1,reverted_card_payment?,2026-07-23T03:05:59.918037Z,200,7.354,Medium,6798,Neutral,Card payment has be declined.,2026-07-23T03:05:59.918049Z,6798,Neutral,Low,Neutral
271,1,change_pin,2026-07-23T03:06:02.818925Z,201,2.764,Low,6994,Neutral,Can I change my card PIN?,2026-07-23T03:06:02.818937Z,6994,Neutral,Low,Neutral
272,1,transfer_timing,2026-07-23T03:06:06.424031Z,202,3.473,Low,6645,Neutral,How long does it take overseas to do a transfer?,2026-07-23T03:06:06.424047Z,6645,Neutral,Low,Neutral
273,1,request_refund,2026-07-23T03:06:12.323002Z,203,5.77,Low,5511,Neutral,Are purchases returnable for full refund?,2026-07-23T03:06:12.323018Z,5511,Neutral,Low,Neutral
274,1,fiat_currency_support,2026-07-23T03:06:16.896442Z,204,4.445,Low,991,Neutral,Is my fiat currency supported for both hold and exchange?,2026-07-23T03:06:16.896456Z,991,Neutral,Low,Neutral
275,1,receiving_money,2026-07-23T03:06:20.224080Z,205,3.187,Low,7341,Neutral,How can my friend send money to me?,2026-07-23T03:06:20.224091Z,7341,Neutral,Low,Neutral
276,1,transfer_into_account,2026-07-23T03:06:26.106000Z,206,5.756,Low,7568,Neutral,I have an account that is empty of funds. Can I transfer some from another bank?,2026-07-23T03:06:26.106016Z,7568,Neutral,Low,Neutral
277,1,card_about_to_expire,2026-07-23T03:06:32.234786Z,207,5.988,Low,9609,Neutral,Do I need to re-apply to order a new card when my old one's about to expire?,2026-07-23T03:06:32.234835Z,9609,Neutral,Low,Neutral
278,1,apple_pay_or_google_pay,2026-07-23T03:06:35.322403Z,208,2.957,Low,9727,Neutral,Am I able to do top-ups with Google Pay?,2026-07-23T03:06:35.322415Z,9727,Neutral,Low,Neutral
279,1,unable_to_verify_identity,2026-07-23T03:06:38.465289Z,209,3.012,Low,3920,Neutral,I'm not able to verify my identity.,2026-07-23T03:06:38.465308Z,3920,Neutral,Low,Neutral
280,1,card_acceptance,2026-07-23T03:06:41.659898Z,210,3.065,Low,3120,Neutral,Where can my card be used?,2026-07-23T03:06:41.659914Z,3120,Neutral,Low,Neutral
281,1,top_up_failed,2026-07-23T03:06:44.263758Z,211,2.479,Low,8501,Neutral,What reasons would a topup fail?,2026-07-23T03:06:44.263770Z,8501,Neutral,Low,Neutral
282,1,why_verify_identity,2026-07-23T03:06:48.079378Z,212,3.676,Low,3844,Neutral,Am I able to use my account if the identity verification is not complete?,2026-07-23T03:06:48.079390Z,3844,Neutral,Low,Neutral
283,1,exchange_charge,2026-07-23T03:06:52.941066Z,213,4.738,Low,8979,Neutral,How much do I have to pay to accept an international transfer?,2026-07-23T03:06:52.941081Z,8979,Neutral,Low,Neutral
284,1,disposable_card_limits,2026-07-23T03:06:56.656601Z,214,3.586,Low,4347,Neutral,How many disposable cards am I allowed to have?,2026-07-23T03:06:56.656614Z,4347,Neutral,Low,Neutral
285,1,top_up_by_card_charge,2026-07-23T03:06:59.574448Z,215,2.772,Low,9146,Neutral,What are the top-up fees for my card?,2026-07-23T03:06:59.574460Z,9146,Neutral,Low,Neutral
286,1,card_payment_not_recognised,2026-07-23T03:07:03.589499Z,216,3.885,High,3505,Neutral,I don't recognize a purchase that was made with my card.,2026-07-23T03:07:03.589513Z,3505,Neutral,High,Neutral
287,1,card_payment_not_recognised,2026-07-23T03:07:07.968673Z,217,4.247,High,3642,Neutral,I have a charge I did not make.,2026-07-23T03:07:07.968686Z,3642,Negative,High,Neutral
288,1,declined_transfer,2026-07-23T03:07:14.840069Z,218,6.736,Medium,5673,Neutral,Please explain why my transfer attempt was declined. Thank you.,2026-07-23T03:07:14.840083Z,5673,Neutral,Medium,Neutral
289,1,card_swallowed,2026-07-23T03:07:22.347365Z,219,7.375,Medium,6291,Neutral,how can the money machine keep my card what do i need to do?,2026-07-23T03:07:22.347383Z,6291,Neutral,Medium,Neutral
290,1,why_verify_identity,2026-07-23T03:07:29.062286Z,220,6.577,Low,3803,Negative,Why do you guys need to verify my identity?,2026-07-23T03:07:29.062299Z,3803,Neutral,Low,Neutral
291,1,change_pin,2026-07-23T03:07:32.074992Z,221,2.886,Low,6963,Neutral,How can I alteration my PIN?,2026-07-23T03:07:32.075007Z,6963,Neutral,Low,Neutral
292,1,order_physical_card,2026-07-23T03:07:35.569463Z,222,3.364,Low,8111,Neutral,How to order my card?,2026-07-23T03:07:35.569474Z,8111,Neutral,Low,Neutral
293,1,compromised_card,2026-07-23T03:07:40.480874Z,223,4.778,High,4479,Neutral,I want to cancel my card. I think someone else is using it.,2026-07-23T03:07:40.480894Z,4479,Neutral,High,Neutral
294,1,order_physical_card,2026-07-23T03:07:46.646311Z,224,6.027,Low,8054,Neutral,Can you tell me exactly what fees I will expect to see in regards to your cards?,2026-07-23T03:07:46.646324Z,8054,Neutral,Low,Neutral
295,1,declined_card_payment,2026-07-23T03:07:52.608237Z,225,5.84,Medium,5903,Negative,Why won't you accept my payment? I keep trying with this card and it's not working.,2026-07-23T03:07:52.608252Z,5903,Negative,Medium,Negative
296,1,balance_not_updated_after_bank_transfer,2026-07-23T03:08:00.511999Z,226,7.774,Medium,8767,Neutral,My account isn't showing a transfer I made.,2026-07-23T03:08:00.512011Z,8767,Neutral,Medium,Neutral
297,1,pending_card_payment,2026-07-23T03:08:06.588769Z,227,5.931,High,5109,Negative,"My card payment is just showing up as pending since forever, what's going on with that, it should be going through at some point?",2026-07-23T03:08:06.588783Z,5109,Neutral,Low,Negative
298,1,supported_cards_and_currencies,2026-07-23T03:08:11.175951Z,228,4.443,Low,2898,Neutral,Which foreign currencies do you accept for adding money?,2026-07-23T03:08:11.175966Z,2898,Neutral,Low,Neutral
299,1,country_support,2026-07-23T03:08:14.057929Z,229,2.752,Low,9891,Neutral,Who gets support?,2026-07-23T03:08:14.057943Z,9891,Neutral,Low,Neutral
300,1,card_payment_fee_charged,2026-07-23T03:08:26.183309Z,230,11.997,Medium,2641,Neutral,Let me know when you charge for payments. I just checked the app and saw a fee that I wasn't warned about.,2026-07-23T03:08:26.183327Z,2641,Neutral,Medium,Negative
301,1,verify_my_identity,2026-07-23T03:08:30.401823Z,231,4.078,Low,9821,Neutral,What do I need for the verification check?,2026-07-23T03:08:30.401835Z,9821,Neutral,Low,Neutral
302,1,top_up_by_bank_transfer_charge,2026-07-23T03:08:33.845874Z,232,3.302,Low,1881,Neutral,Will I be charged for adding money by transfer?,2026-07-23T03:08:33.845887Z,1881,Neutral,Low,Neutral
303,1,top_up_by_cash_or_cheque,2026-07-23T03:08:37.762818Z,233,3.793,Low,7987,Neutral,Where do I look for cash top up?,2026-07-23T03:08:37.762829Z,7987,Neutral,Low,Neutral
304,1,card_delivery_estimate,2026-07-23T03:08:42.658140Z,234,4.768,Low,1040,Neutral,If I order a card when does it arrive?,2026-07-23T03:08:42.658154Z,1040,Neutral,Low,Neutral
305,1,card_not_working,2026-07-23T03:08:47.882133Z,235,5.093,Medium,1319,Neutral,"Can you help me with my card, I think it's broke.",2026-07-23T03:08:47.882150Z,1319,Neutral,Medium,Neutral
306,1,apple_pay_or_google_pay,2026-07-23T03:08:55.290632Z,236,7.268,Low,9701,Neutral,what can I do if I got my American Express in Apple Bay but top up is not working?,2026-07-23T03:08:55.290649Z,9701,Neutral,Medium,Neutral
307,1,transfer_fee_charged,2026-07-23T03:09:02.419949Z,237,6.996,Medium,7202,Neutral,"I made a transfer and the receiver did not get the right amount its lesser than what it should be,Now I have to transfer more money to make up for the missing amount . Can you please help me about this, what should be done",2026-07-23T03:09:02.419964Z,7202,Neutral,Medium,Neutral
308,1,disposable_card_limits,2026-07-23T03:09:06.047468Z,238,3.493,Low,4338,Neutral,Do the disposable cards have any restrictions on them?,2026-07-23T03:09:06.047485Z,4338,Neutral,Low,Neutral
309,1,verify_top_up,2026-07-23T03:09:10.123853Z,239,3.935,Low,7729,Neutral,Why are top-ups being verified?,2026-07-23T03:09:10.123870Z,7729,Neutral,Low,Neutral
310,1,top_up_limits,2026-07-23T03:09:13.544095Z,240,3.29,Low,2253,Neutral,Is there a limit to how much I can top-up?,2026-07-23T03:09:13.544110Z,2253,Neutral,Low,Neutral
311,1,topping_up_by_card,2026-07-23T03:09:19.137848Z,241,5.475,Low,4251,Neutral,Could you tell me why my top up isn't showing in my wallet?,2026-07-23T03:09:19.137863Z,4251,Neutral,Medium,Neutral
312,1,card_arrival,2026-07-23T03:09:34.850010Z,242,15.578,High,14,Neutral,It's been a week since I ordered my card and it's not here. Please help?,2026-07-23T03:09:34.850026Z,14,Neutral,Low,Negative
313,1,compromised_card,2026-07-23T03:09:43.848596Z,243,8.863,High,4506,Neutral,I see some transactions that I don't recognize.  I think someone stole my details.,2026-07-23T03:09:43.848614Z,4506,Neutral,High,Neutral
314,1,lost_or_stolen_card,2026-07-23T03:09:47.080522Z,244,3.09,High,1494,Neutral,I believe that my card has been stolen!,2026-07-23T03:09:47.080539Z,1494,Neutral,High,Neutral
315,1,age_limit,2026-07-23T03:09:51.715585Z,245,4.476,Low,1634,Neutral,How old do my kids need to be to open an account?,2026-07-23T03:09:51.715599Z,1634,Neutral,Low,Neutral
316,1,card_delivery_estimate,2026-07-23T03:09:57.741255Z,246,5.883,Low,1033,Neutral,When shipped to the US how long is delivery time?,2026-07-23T03:09:57.741269Z,1033,Neutral,Low,Neutral
317,1,receiving_money,2026-07-23T03:10:01.293315Z,247,3.414,Low,7377,Neutral,can my husband open an account and transfer money,2026-07-23T03:10:01.293328Z,7377,Neutral,Low,Neutral
318,1,top_up_reverted,2026-07-23T03:10:08.607974Z,248,7.184,Medium,3265,Negative,"Hello. I tried doing a topup and I thought it worked, but now the money is no longer in my account. Can you explain?",2026-07-23T03:10:08.607989Z,3265,Neutral,Low,Neutral
319,1,card_swallowed,2026-07-23T03:10:11.625331Z,249,2.889,Medium,6288,Neutral,What do I do if the ATM swallowed my card?,2026-07-23T03:10:11.625348Z,6288,Neutral,Medium,Neutral
320,1,card_arrival,2026-07-23T03:10:19.479822Z,250,7.724,Low,58,Neutral,I know I'm getting a new card but would like know when I can expect to receive it.,2026-07-23T03:10:19.479840Z,58,Neutral,Low,Neutral
321,1,pending_top_up,2026-07-23T03:10:22.480521Z,251,2.856,Low,1989,Neutral,How long does it take for my top up to clear?,2026-07-23T03:10:22.480539Z,1989,Neutral,Low,Neutral
322,1,declined_transfer,2026-07-23T03:10:25.888670Z,252,3.265,Low,5571,Neutral,Why would I get a decline message in a transfer?,2026-07-23T03:10:25.888683Z,5571,Neutral,Medium,Neutral
323,1,cash_withdrawal_charge,2026-07-23T03:10:30.008996Z,253,3.983,Low,9366,Neutral,Why have I been charged for pulling cash out of my own account?,2026-07-23T03:10:30.009015Z,9366,Neutral,Medium,Negative
324,1,extra_charge_on_statement,2026-07-23T03:10:39.354092Z,254,9.211,Low,598,Neutral,I checked my account today and saw that I was charged an extra Rs 10 that I did not spend.,2026-07-23T03:10:39.354112Z,598,Neutral,Medium,Neutral
325,1,verify_my_identity,2026-07-23T03:10:42.616580Z,255,3.124,Low,9854,Neutral,What documents do you need to verify my identity?,2026-07-23T03:10:42.616594Z,9854,Neutral,Low,Neutral
326,1,beneficiary_not_allowed,2026-07-23T03:10:46.272589Z,256,3.516,Low,7063,Neutral,Will a beneficiary not accept a transfer?,2026-07-23T03:10:46.272604Z,7063,Neutral,Low,Neutral
327,1,virtual_card_not_working,2026-07-23T03:10:51.025495Z,257,4.617,Medium,8174,Neutral,Why was my virtual card rejected?,2026-07-23T03:10:51.025506Z,8174,Neutral,Medium,Neutral
328,1,balance_not_updated_after_cheque_or_cash_deposit,2026-07-23T03:10:55.879045Z,258,4.723,Medium,3321,Neutral,I can't see my cash deposit in my account.,2026-07-23T03:10:55.879057Z,3321,Neutral,Medium,Neutral
329,1,transfer_into_account,2026-07-23T03:10:59.724047Z,259,3.718,Low,7617,Neutral,"I need to transfer money into my account, and I don't know how to do that.",2026-07-23T03:10:59.724064Z,7617,Neutral,Low,Neutral
330,1,automatic_top_up,2026-07-23T03:11:04.160333Z,260,4.275,Low,1161,Neutral,How can I Use thereto-top option?,2026-07-23T03:11:04.160346Z,1161,Neutral,Low,Neutral
331,1,transfer_into_account,2026-07-23T03:11:07.662755Z,261,3.375,Low,7677,Neutral,I need money put into this account from another one.,2026-07-23T03:11:07.662766Z,7677,Neutral,Low,Neutral
332,1,direct_debit_payment_not_recognised,2026-07-23T03:11:11.579080Z,262,3.796,Low,4648,Neutral,I do not understand what this particular direct debit is ?,2026-07-23T03:11:11.579093Z,4648,Neutral,Low,Neutral
333,1,declined_cash_withdrawal,2026-07-23T03:11:14.807302Z,263,3.084,Medium,5057,Neutral,"I tried to withdraw cash, but got declined!",2026-07-23T03:11:14.807315Z,5057,Neutral,Medium,Neutral
334,1,terminate_account,2026-07-23T03:11:22.646466Z,264,7.709,Low,6163,Neutral,if im not using my account should i close it or just let it sit,2026-07-23T03:11:22.646484Z,6163,Neutral,High,Neutral
335,1,passcode_forgotten,2026-07-23T03:11:26.532749Z,265,3.745,Medium,4834,Neutral,I happened to forget my password,2026-07-23T03:11:26.532767Z,4834,Neutral,Medium,Neutral
336,1,balance_not_updated_after_cheque_or_cash_deposit,2026-07-23T03:11:32.712861Z,266,6.038,Medium,3461,Neutral,where is my money from this morning,2026-07-23T03:11:32.712879Z,3461,Neutral,Medium,Neutral
337,1,change_pin,2026-07-23T03:11:37.971287Z,267,5.112,Low,6990,Neutral,What ATMs will allow me to change my PIN?,2026-07-23T03:11:37.971300Z,6990,Neutral,Low,Neutral
338,1,card_acceptance,2026-07-23T03:11:41.752000Z,268,3.644,Low,3113,Neutral,You accepts my card?,2026-07-23T03:11:41.752015Z,3113,Neutral,Low,Neutral
339,1,get_physical_card,2026-07-23T03:11:45.370624Z,269,3.479,Low,4024,Neutral,Where should I look for my PIN number at?,2026-07-23T03:11:45.370640Z,4024,Neutral,Low,Neutral
340,1,card_arrival,2026-07-23T03:11:48.959965Z,270,3.454,Low,56,Neutral,How long does it take for me to get my new card?,2026-07-23T03:11:48.959978Z,56,Neutral,Low,Neutral
341,1,declined_card_payment,2026-07-23T03:11:55.307293Z,271,6.198,Medium,5971,Neutral,Why would my card payment not work?,2026-07-23T03:11:55.307307Z,5971,Neutral,Medium,Neutral
342,1,card_payment_wrong_exchange_rate,2026-07-23T03:12:03.392913Z,272,7.944,Medium,539,Neutral,I don't think the charges made when I had currency exchanged are right.,2026-07-23T03:12:03.392929Z,539,Neutral,Medium,Neutral
