id,split,text_en,category,sentiment_v5,priority,sentiment_v6
541,train,The exchange rate for my card payment doesn't seem right.,card_payment_wrong_exchange_rate,Neutral,Medium,Neutral
542,train,"When I bought something abroad, the exchange rate was wrong.",card_payment_wrong_exchange_rate,Neutral,Medium,Neutral
543,train,I didn't receive the correct exchange rate for an item that I bought.,card_payment_wrong_exchange_rate,Neutral,Medium,Neutral
544,train,Why is the exchange rate on my card wrong?,card_payment_wrong_exchange_rate,Neutral,Medium,Neutral
545,train,I am being charged the wrong amount on my card.,card_payment_wrong_exchange_rate,Neutral,Medium,Neutral
546,train,The exchange rate is incorrect on an item I recently purchased in a foreign country.,card_payment_wrong_exchange_rate,Neutral,Medium,Neutral
547,train,The exchange rate is incorrect for something I bought,card_payment_wrong_exchange_rate,Neutral,Medium,Neutral
548,train,My payment had a wrong exchange rate.,card_payment_wrong_exchange_rate,Neutral,Medium,Neutral
549,train,The exchange rate for my electronic payment is incorrect.,card_payment_wrong_exchange_rate,Neutral,Medium,Neutral
550,train,Why was I charged a higher exchange rate when I bought something abroad?,card_payment_wrong_exchange_rate,Neutral,Medium,Neutral
551,train,Why didn't I receive the correct exchange rate for an item that I purchased?,card_payment_wrong_exchange_rate,Neutral,Medium,Neutral
552,train,Why is the exchange rate on my card payment different than I expected?,card_payment_wrong_exchange_rate,Neutral,Medium,Neutral
553,train,My rate of exchange was wrong.,card_payment_wrong_exchange_rate,Neutral,Medium,Neutral
554,train,I recently bought something in foreign currency and I am unsure of the exchange rate. Is this rate applied correctly?,card_payment_wrong_exchange_rate,Neutral,Medium,Neutral
555,train,I purchased something abroad but the exchange rate is incorrect.,card_payment_wrong_exchange_rate,Neutral,Medium,Neutral
556,train,A foreign purchase I made has the incorrect rate applied to it.,card_payment_wrong_exchange_rate,Neutral,Medium,Neutral
557,train,"When I was traveling abroad, the exchange rate was applied wrong.",card_payment_wrong_exchange_rate,Neutral,Medium,Neutral
558,train,There's an error in regards to the exchange rate for an item I bought.,card_payment_wrong_exchange_rate,Neutral,Medium,Neutral
559,train,"Last Saturday, I made a payment and the exchange rate was wrong.  I was charged too much.",card_payment_wrong_exchange_rate,Neutral,Medium,Neutral
560,train,The exchange rate is bad. Are you sure this is the exchange rate?,card_payment_wrong_exchange_rate,Neutral,Medium,Neutral
561,train,I purchased an item and the exchange rate was wrong,card_payment_wrong_exchange_rate,Neutral,Medium,Neutral
562,train,Exchange rate on a purchase was incorrect,card_payment_wrong_exchange_rate,Neutral,Medium,Neutral
563,train,"I'm going on a trip soon and I needed to convert my LKR to USD, but when I did, your company charged me above the exchange rate. Did you mess up my transaction?",card_payment_wrong_exchange_rate,Neutral,Medium,Neutral
564,train,I was charged extra. Was the exchange rate for my payment last Saturday wrong?,card_payment_wrong_exchange_rate,Neutral,Medium,Neutral
565,train,The exchange rate that was applied for an international purchase was wrong.,card_payment_wrong_exchange_rate,Neutral,Medium,Neutral
566,train,"Hello, I believe there has been a mistake made on the exchange rate for my card. Could you please check the official interbank exchange rate for me?",card_payment_wrong_exchange_rate,Neutral,Medium,Neutral
567,train,Why am I being charged more on exchange with things I bought abroad?,card_payment_wrong_exchange_rate,Neutral,Medium,Neutral
568,train,"I  have been charged more than I should for the presents I bought  when abroad, the problem seems to be the exchange rate.",card_payment_wrong_exchange_rate,Neutral,Medium,Neutral
569,train,I made a purchase but the exchange rate is wrong?,card_payment_wrong_exchange_rate,Neutral,Medium,Neutral
570,train,Why on earth is the exchange rate so bad?   Can I get a rate closer to the actual interbank rate?,card_payment_wrong_exchange_rate,Negative,Medium,Negative
571,train,Why is there an extra fee on my statement?,extra_charge_on_statement,Neutral,Medium,Neutral
572,train,Why did they charge me an extra Rs 10?,extra_charge_on_statement,Neutral,Medium,Neutral
573,train,Why is there a Rs 10 fee on my statement?,extra_charge_on_statement,Neutral,Medium,Neutral
574,train,Why do I see an extra Rs 10 charge on my statement?,extra_charge_on_statement,Neutral,Medium,Neutral
575,train,I am inquiring about a Rs 10 charge on my statement.,extra_charge_on_statement,Neutral,Medium,Neutral
576,train,What is the Rs 10 transaction on my account?,extra_charge_on_statement,Neutral,Medium,Neutral
577,train,What is this extra Rs 10 charge for?,extra_charge_on_statement,Neutral,Medium,Neutral
578,train,I was charged Rs 10 in a transaction.,extra_charge_on_statement,Neutral,Medium,Neutral
579,train,What is the reason for the extra fee on my statement?,extra_charge_on_statement,Neutral,Medium,Neutral
580,train,There is a pending Rs 10 charge on my statement.  I haven't purchased anything for Rs 10.  Why is it on my statement?,extra_charge_on_statement,Neutral,Medium,Neutral
581,train,Have have a small charge on my account from someone I purchased with but I'm not sure what it relates to.,extra_charge_on_statement,Neutral,Medium,Neutral
582,train,"I have a strange transaction for Rs 10 on my statement, what is that?",extra_charge_on_statement,Neutral,Medium,Neutral
583,train,I have no idea why there is Rs 10 that has been charged to my account.,extra_charge_on_statement,Neutral,Medium,Neutral
584,train,I have been charged Rs 10 for something that appears on my statement,extra_charge_on_statement,Neutral,Medium,Neutral
585,train,Why is there a Rs 10 charge on my statement?,extra_charge_on_statement,Neutral,Medium,Neutral
586,train,Where did this extra €1 fee on my statement come from?,extra_charge_on_statement,Neutral,Medium,Neutral
587,train,Is there a reason why there is an extra Rs 10 charge on my account?,extra_charge_on_statement,Neutral,Medium,Neutral
588,train,Can you tell me what this fee is on my statement?,extra_charge_on_statement,Neutral,Medium,Neutral
589,train,Why has another fee been placed on my statement?,extra_charge_on_statement,Neutral,Medium,Neutral
590,train,There has been a charge pending on my account statement that I can't figue out it's for Rs 10.,extra_charge_on_statement,Neutral,Medium,Neutral
591,train,€1 was in my statement as an extra fee.,extra_charge_on_statement,Neutral,Medium,Neutral
592,train,Why is there an extra charge on my statement.,extra_charge_on_statement,Neutral,Medium,Neutral
593,train,"Hey, I got charged extra for some reason when I purchased an app. Is this a hidden fee or something? I don't think it's very cool.",extra_charge_on_statement,Negative,Medium,Negative
594,train,I see a Rs 10 charge in a transaction.,extra_charge_on_statement,Neutral,Medium,Neutral
595,train,I had to pay a Rs 10 more than I anticipated!,extra_charge_on_statement,Neutral,Medium,Neutral
596,train,There is a €1 extra fee in my statement,extra_charge_on_statement,Neutral,Medium,Neutral
597,train,My statement contained a Rs 10 extra fee,extra_charge_on_statement,Neutral,Medium,Neutral
598,train,I checked my account today and saw that I was charged an extra Rs 10 that I did not spend.,extra_charge_on_statement,Neutral,Medium,Neutral
599,train,What is the extra €1 on my statement for?,extra_charge_on_statement,Neutral,Medium,Neutral
600,train,I see I was charged Rs 10 for a transaction.,extra_charge_on_statement,Neutral,Medium,Neutral
601,train,Rs 10 charge in transaction.,extra_charge_on_statement,Neutral,Medium,Neutral
602,train,"I just looked at my app and it seems I was charged extra, why is that?",extra_charge_on_statement,Neutral,Medium,Neutral
603,train,Why is there an extra Rs 10 charge that is pending?,extra_charge_on_statement,Neutral,Medium,Neutral
604,train,I was wrongfully charged Rs 10.,extra_charge_on_statement,Neutral,Medium,Neutral
605,train,Why is there an extra fee charged?,extra_charge_on_statement,Neutral,Medium,Neutral
606,train,"I just checked my statement and saw a Rs 10 charge, why is it there?",extra_charge_on_statement,Neutral,Medium,Neutral
607,train,There is an odd Rs 10 charge that appears as pending on my statement. What's the reason for that? I haven't purchased anything for Rs 10.,extra_charge_on_statement,Neutral,Medium,Neutral
608,train,Why have I been charged an extra Rs 10?,extra_charge_on_statement,Neutral,Medium,Neutral
609,train,I think I may have been charged Rs 10 extra on my app.  Could you provide some insight as to why this may have happened?,extra_charge_on_statement,Neutral,Medium,Neutral
610,train,Why do I see an extra €1 charge on my statement?,extra_charge_on_statement,Neutral,Medium,Neutral
611,train,Is the 1 Rs 10 charge I can see an error or an incorrect entry?,extra_charge_on_statement,Neutral,Medium,Neutral
612,train,Why did I get a Rs 10 extra fee on the statement?,extra_charge_on_statement,Neutral,Medium,Neutral
613,train,Why was I charged Rs 10 in a transaction?,extra_charge_on_statement,Neutral,Medium,Neutral
614,train,why is there a service fee on my statement?,extra_charge_on_statement,Neutral,Medium,Neutral
615,train,"My statement shows a Rs 10 purchase pending. I do not remember making this purchase, please let me know what this is about.",extra_charge_on_statement,Neutral,Medium,Neutral
616,train,I am seeing and extra Rs 10 charged to my account and wanted to know about it.,extra_charge_on_statement,Neutral,Medium,Neutral
617,train,Why did you charge me extra?,extra_charge_on_statement,Neutral,Medium,Neutral
618,train,An extra Rs 10 was charged!,extra_charge_on_statement,Neutral,Medium,Neutral
619,train,I got billed an extra Rs 10!,extra_charge_on_statement,Neutral,Medium,Neutral
620,train,Why do I see an extra fee on my statement?,extra_charge_on_statement,Neutral,Medium,Neutral
621,train,"There must have been a mistake, why was I charged an extra Rs 10?",extra_charge_on_statement,Neutral,Medium,Neutral
622,train,"When I look at my statement there is an extra fee, that is for what?",extra_charge_on_statement,Neutral,Medium,Neutral
623,train,There is an extra small charge on my card! What do I do?,extra_charge_on_statement,Neutral,Medium,Neutral
624,train,"I looked at my statement, and there is a charge for Rs 10 that I don't recognize.  Why is it on there?",extra_charge_on_statement,Neutral,Medium,Neutral
625,train,I got a €1 extra fee in my statement,extra_charge_on_statement,Neutral,Medium,Neutral
626,train,What is the extra fee on my statement?,extra_charge_on_statement,Neutral,Medium,Neutral
628,train,"In my statement, I got a €1 extra fee.",extra_charge_on_statement,Neutral,Medium,Neutral
629,train,Why is there a charge for Rs 10 on my account?,extra_charge_on_statement,Neutral,Medium,Neutral
630,train,"On my statement, there is a strange Rs 10 charge that appears as pending. What's causing that? I haven't purchased anything that's just Rs 10.",extra_charge_on_statement,Neutral,Medium,Neutral
631,train,what was the Rs 10 fee i got,extra_charge_on_statement,Neutral,Medium,Neutral
632,train,I see a charge of 1L I do not recognize on my statement,extra_charge_on_statement,Neutral,Medium,Neutral
633,train,I was overcharged one extra Rs 10!,extra_charge_on_statement,Neutral,Medium,Neutral
634,train,I noticed an extra Rs 10 charge?,extra_charge_on_statement,Neutral,Medium,Neutral
635,train,I have been charged an extra Rs 10!,extra_charge_on_statement,Neutral,Medium,Neutral
636,train,Why does my statement show a Rs 10 charge on my account?,extra_charge_on_statement,Neutral,Medium,Neutral
637,train,Why has my card been charged an extra Rs 10?,extra_charge_on_statement,Neutral,Medium,Neutral
638,train,Why does my statement have an extra fee?,extra_charge_on_statement,Neutral,Medium,Neutral
639,train,There is a  €1 fee on my account I didn't authorize,extra_charge_on_statement,Negative,Medium,Neutral
640,train,I was made to pay an additional Rs 10!,extra_charge_on_statement,Neutral,Medium,Neutral
641,train,I was charged an extra Rs 10 for no reason. Why is that?,extra_charge_on_statement,Neutral,Medium,Neutral
642,train,It appears I have a fee in my statement.,extra_charge_on_statement,Neutral,Medium,Neutral
643,train,When did I get a Rs 10 extra fee on my statement?,extra_charge_on_statement,Neutral,Medium,Neutral
644,train,What is this fee debit on my account?,extra_charge_on_statement,Neutral,Medium,Neutral
645,train,I was charged an extra Rs 10 on my account and would like to know the reason.,extra_charge_on_statement,Neutral,Medium,Neutral
646,train,What is this extra €1 fee about?,extra_charge_on_statement,Neutral,Medium,Neutral
647,train,I was overcharged Rs 10.,extra_charge_on_statement,Neutral,Medium,Neutral
648,train,Why do i have an extra fee on my statement?,extra_charge_on_statement,Neutral,Medium,Neutral
649,train,What was the Rs 10 charge for on my statement?,extra_charge_on_statement,Neutral,Medium,Neutral
650,train,I had Rs 10 charged to my account that's still pending and wanted to know what the charge is for?,extra_charge_on_statement,Neutral,Medium,Neutral
651,train,I was charged extra or a hidden fee when I purchased something from you. What's the deal? I didn't authorize that charge.,extra_charge_on_statement,Negative,Medium,Negative
652,train,What am I being charged an extra Rs 10 when I haven't bought something worth that much?,extra_charge_on_statement,Neutral,Medium,Neutral
653,train,why was i charged a small amount,extra_charge_on_statement,Neutral,Medium,Neutral
654,train,Do you also have this extra fee on your statement?,extra_charge_on_statement,Neutral,Medium,Neutral
655,train,Why did I get charged Rs 10 seemingly randomly?,extra_charge_on_statement,Neutral,Medium,Neutral
656,train,Why was I charged an extra Rs 10?,extra_charge_on_statement,Neutral,Medium,Neutral
657,train,I am being charged Rs 10 out of nowhere. What is this?,extra_charge_on_statement,Neutral,Medium,Neutral
658,train,A pending charge of 1L appears on my statement.  Please explain as I have not made a purchase for that amount,extra_charge_on_statement,Neutral,Medium,Neutral
659,train,Why did you guys charge me an extra €1?,extra_charge_on_statement,Neutral,Medium,Neutral
660,train,Why was I charged more than I should have been?,extra_charge_on_statement,Neutral,Medium,Neutral
661,train,What is the fee on my statement for?,extra_charge_on_statement,Neutral,Medium,Neutral
662,train,"Hello, there seems to be a billing mistake associated with my account.  My app was charged Rs 10 more than it should have.  Could you please explain why this may have happened?",extra_charge_on_statement,Neutral,Medium,Neutral
663,train,Why is there a pending hold on Rs 10 on my statement?,extra_charge_on_statement,Neutral,Medium,Neutral
664,train,I need some help figuring out what this strange payment is on my account. It's stays pending and won't go away.,extra_charge_on_statement,Neutral,Medium,Neutral
665,train,What is this Rs 10 charge on my account?,extra_charge_on_statement,Neutral,Medium,Neutral
666,train,There is a Rs 10 charge that appears as pending on my statement. What is that? I haven't purchased anything for Rs 10 there.,extra_charge_on_statement,Neutral,Medium,Neutral
667,train,Why did a transaction I made charge me Rs 10?,extra_charge_on_statement,Neutral,Medium,Neutral
668,train,"There seems to be an additional charge of Rs 10 on my statement, what is the reason for this?",extra_charge_on_statement,Neutral,Medium,Neutral
669,train,I still have not received an answer as to why I was charged Rs 10 in a transaction?,extra_charge_on_statement,Negative,Medium,Negative
670,train,Why does my statement show an extra fee?,extra_charge_on_statement,Neutral,Medium,Neutral
671,train,"There's an extra fee on my statement, why is that?",extra_charge_on_statement,Neutral,Medium,Neutral
672,train,There is some odd Rs 10 charge that appears as pending on my statement. What's that about? Pretty sure I haven't purchased anything for Rs 10 there.,extra_charge_on_statement,Neutral,Medium,Neutral
673,train,There is a pending payment on my account that is very strange. I don't remember making this and it won't go away. Can you help me figure this out?,extra_charge_on_statement,Neutral,Medium,Neutral
674,train,Can you tell me about why the account I have was charged an extra Rs 10,extra_charge_on_statement,Neutral,Medium,Neutral
675,train,why does my statement contain an extra fee?,extra_charge_on_statement,Neutral,Medium,Neutral
676,train,Can you tell me why I was charged Rs 10 for a transaction?,extra_charge_on_statement,Neutral,Medium,Neutral
677,train,Why is there an extra €1 fee in my statement?,extra_charge_on_statement,Neutral,Medium,Neutral
678,train,"There is an extra charge on my account I didn't authorise, it's just Rs 10, what is it?",extra_charge_on_statement,Negative,Medium,Neutral
679,train,What is the Rs 10 that I have pending on my statement there?,extra_charge_on_statement,Neutral,Medium,Neutral
680,train,"I see an extra Rs 10  charge on my statement, why is this?",extra_charge_on_statement,Neutral,Medium,Neutral
681,train,Can you please explain to me why there is an extra €1 fee in my statement?,extra_charge_on_statement,Neutral,Medium,Neutral
682,train,"There is an unexplained Rs 10 charge on my statement, can you please explain this to me?",extra_charge_on_statement,Neutral,Medium,Neutral
683,train,How can I find out about an extra fee on my statement?,extra_charge_on_statement,Neutral,Medium,Neutral
684,train,"Hello, I see that I have been charged an extra Rs 10 on my app.  Could you please provide me with a reason for this charge?",extra_charge_on_statement,Neutral,Medium,Neutral
685,train,"In my statement, there was an extra €1 fee",extra_charge_on_statement,Neutral,Medium,Neutral
686,train,Is there a reason there's an extra fee on my statement?,extra_charge_on_statement,Neutral,Medium,Neutral
687,train,What is this extra fee on my statement.,extra_charge_on_statement,Neutral,Medium,Neutral
688,train,What does the €1 fee mean?,extra_charge_on_statement,Neutral,Medium,Neutral
689,train,"There's a €1 fee on my statement, why?",extra_charge_on_statement,Neutral,Medium,Neutral
690,train,Why was I charged an additional Rs 10?,extra_charge_on_statement,Neutral,Medium,Neutral
691,train,I checked my statement and am being charged Rs 10. Where did this charge come from?,extra_charge_on_statement,Neutral,Medium,Neutral
692,train,I do not know why I was charged for the Rs 10 transaction.,extra_charge_on_statement,Neutral,Medium,Neutral
693,train,I wanted to know about a pending Rs 10 that is on my statement.,extra_charge_on_statement,Neutral,Medium,Neutral
694,train,"I'm pretty frustrated about a Rs 10 charge that keeps  showing up in my account statement. It's listed in the app as ""pending"", it never changes, and now I'm thinking someone's hacked my account!",extra_charge_on_statement,Negative,High,Negative
695,train,How come there is a Rs 10 extra charge on my statement?,extra_charge_on_statement,Neutral,Medium,Neutral
696,train,I was charged an extra Rs 10.,extra_charge_on_statement,Neutral,Medium,Neutral
697,train,There is a charge for an additional Rs 10.,extra_charge_on_statement,Neutral,Medium,Neutral
698,train,There is a strange Rs 10 charge that appears as pending on my statement. What's the cause for that? I haven't purchased anything for Rs 10.,extra_charge_on_statement,Neutral,Medium,Neutral
699,train,I need to know what these extra charges are on my statement?,extra_charge_on_statement,Neutral,Medium,Neutral
700,train,How come there is an extra fee on my statement?,extra_charge_on_statement,Neutral,Medium,Neutral
701,train,Why is there an extra charge of 1 Rs 10 on my statement?,extra_charge_on_statement,Neutral,Medium,Neutral
702,train,"I checked my statement and saw a charge of Rs 10, where is this charge coming from?",extra_charge_on_statement,Neutral,Medium,Neutral
703,train,I don't understand why there is an extra €1 fee in my statement.,extra_charge_on_statement,Neutral,Medium,Neutral
704,train,Why was I charged extra on my app?,extra_charge_on_statement,Neutral,Medium,Neutral
705,train,Why was my account assessed a fee?,extra_charge_on_statement,Neutral,Medium,Neutral
706,train,There is an extra Rs 10 charge on my app. Why did you charge me extra?,extra_charge_on_statement,Neutral,Medium,Neutral
707,train,Why i'm I being charged an extra Rs 10,extra_charge_on_statement,Neutral,Medium,Neutral
708,train,The Rs 10 has still not been reverted as indicated in the previous email.,extra_charge_on_statement,Neutral,Medium,Negative
709,train,My statement shows and extra Rs 10 that was charged to it and I would like to know why.,extra_charge_on_statement,Neutral,Medium,Neutral
710,train,"There is an extra Rs 10 charge on my statement, why is that?",extra_charge_on_statement,Neutral,Medium,Neutral
711,train,Is the 1 Rs 10 charge going to be reimbursed on my card?,extra_charge_on_statement,Neutral,Medium,Neutral
712,train,I  see an extra Rs 10 charge on my app. Why did It charge me extra?,extra_charge_on_statement,Neutral,Medium,Neutral
713,train,Why is there a fee added to my statement?,extra_charge_on_statement,Neutral,Medium,Neutral
714,train,Why would there be an extra charge on my app?,extra_charge_on_statement,Neutral,Medium,Neutral
715,train,There is a charge for Rs 10 on my statement.  I do not think that I bought anything that costed Rs 10.  What is going on?,extra_charge_on_statement,Neutral,Medium,Neutral
716,train,Why does my transaction have an added fee?,extra_charge_on_statement,Neutral,Medium,Neutral
717,train,There is  an extra Rs 10 charge on my app. Why did it charge me extra?,extra_charge_on_statement,Neutral,Medium,Neutral
718,train,Why is there an additional fee showing on the statement I received?,extra_charge_on_statement,Neutral,Medium,Neutral
719,train,How come I was charged a transaction of Rs 10?,extra_charge_on_statement,Neutral,Medium,Neutral
720,train,Please explain the charge of 1L in error.  I have purchased nothing in this amount.,extra_charge_on_statement,Neutral,Medium,Neutral
721,train,Where did the  €1 fee in my statement come from,extra_charge_on_statement,Neutral,Medium,Neutral
722,train,What is this random charge of Rs 10 doing on my account?,extra_charge_on_statement,Neutral,Medium,Neutral
723,train,I had to pay one Rs 10 more than the set price!,extra_charge_on_statement,Neutral,Medium,Negative
724,train,My statement is showing an extra Rs 10 charge and I am unsure why. Is there an explanation for this?,extra_charge_on_statement,Neutral,Medium,Neutral
725,train,Do I have a Rs 10 extra fee on the statement?,extra_charge_on_statement,Neutral,Medium,Neutral
726,train,Why is it showing that my account has been charged Rs 10 that is showing as pending?,extra_charge_on_statement,Neutral,Medium,Neutral
727,train,"I do not understand why there is a pending Rs 10 charge on my statement, I do not recall making this transaction. Can you please tell me what this is about?",extra_charge_on_statement,Neutral,Medium,Neutral
728,train,My statement shows an extra fee - what is it?,extra_charge_on_statement,Neutral,Medium,Neutral
729,train,What is this €1 charge?,extra_charge_on_statement,Neutral,Medium,Neutral
730,train,How long will the Rs 10 charge show as pending?,extra_charge_on_statement,Neutral,Low,Neutral
731,train,I've been charged an extra Rs 10 and I don't know what it's for,extra_charge_on_statement,Neutral,Medium,Neutral
732,train,I was overcharged an additional Rs 10.,extra_charge_on_statement,Neutral,Medium,Neutral
733,train,I've been charged an extra Rs 10 and I don't know why,extra_charge_on_statement,Neutral,Medium,Neutral
734,train,My statement is showing I was Charged Rs 10 and I am not sure why.,extra_charge_on_statement,Neutral,Medium,Neutral
735,train,Why is there a €1 charge on my statement?,extra_charge_on_statement,Neutral,Medium,Neutral
736,train,An extra fee of €1 was in my statement,extra_charge_on_statement,Neutral,Medium,Neutral
737,train,I would like to know why a withdraw I made for some cash shows up as pending.,pending_cash_withdrawal,Neutral,Low,Neutral
738,train,Why is my cash withdrawal still showing as pending?,pending_cash_withdrawal,Neutral,Low,Neutral
739,train,"I have the cash already, my account still shows up as pending.  How can my account be still pending?",pending_cash_withdrawal,Neutral,Low,Negative
740,train,I tried to get cash out of the ATM but it is taking too long,pending_cash_withdrawal,Neutral,Low,Negative
741,train,Why is the cash withdrawal under pending?,pending_cash_withdrawal,Neutral,Low,Neutral
742,train,What does it mean if my cash withdrawal does not show up properly?,pending_cash_withdrawal,Neutral,Low,Neutral
743,train,"Hello, I have a pending transaction in my account due to an ATM machine that wasn't working. In any case if the transaction goes through, after how long can I get my money back?",pending_cash_withdrawal,Neutral,Low,Neutral
744,train,Why is my ATM withdrawal still pending?,pending_cash_withdrawal,Neutral,Low,Neutral
745,train,Is the cash withdrawal going to show?,pending_cash_withdrawal,Neutral,Low,Neutral
746,train,"Cash withdrawal has been pending, why is it so?",pending_cash_withdrawal,Neutral,Low,Neutral
747,train,My account shows up as pending after I received cash from the ATM earlier.  How can this be still pending? I've got the cash already.,pending_cash_withdrawal,Neutral,Low,Neutral
748,train,How long does it take to verify a cash withdraw?,pending_cash_withdrawal,Neutral,Low,Neutral
749,train,"The transaction for the cash I pulled out of the ATM earlier is pending in the app, but how if I already have the cash?",pending_cash_withdrawal,Neutral,Low,Neutral
750,train,Why has my withdrawal not posted?,pending_cash_withdrawal,Neutral,Low,Neutral
751,train,"When I used one of the ATMs in the city centre today, I tried to take out some money, but for whatever reason, the machine declined my card. Just checked it out in my account and that amount is still showing as pending! Is there any way that you can cancel this transaction, because I did not receive any money whatsoever from the ATM",pending_cash_withdrawal,Neutral,Medium,Neutral
752,train,Why is the cash withdraw I made shown as pending?,pending_cash_withdrawal,Neutral,Low,Neutral
753,train,"Hello. I looked at my account and see that a transaction I tried to do is pending, but I did not complete that transaction. When I was at the ATM, the machine declined my card. Can you make sure that transaction does not go through because I definitely did not receive the money.",pending_cash_withdrawal,Neutral,Medium,Neutral
754,train,Should my cash withdrawal still be pending?,pending_cash_withdrawal,Neutral,Low,Neutral
755,train,"Hey, I tried to withdraw some cash earlier and it's saying it's pending? Will I be charged for this?",pending_cash_withdrawal,Neutral,Low,Neutral
756,train,There should be a cash withdrawal that I haven't seen yet.,pending_cash_withdrawal,Neutral,Low,Neutral
757,train,Why is the app showing a still pending message on a withdraw that has already been done?,pending_cash_withdrawal,Neutral,Low,Neutral
758,train,Why is my cash withdrawal still pending?,pending_cash_withdrawal,Neutral,Low,Neutral
759,train,"If my cash withdrawal is still not showing, is something wrong?",pending_cash_withdrawal,Neutral,Low,Neutral
760,train,I noticed on my online statement that an ATM withdrawal I made early is still pending.  Is this accurate?,pending_cash_withdrawal,Neutral,Low,Neutral
761,train,I made a cash withdrawal at an ATM but it still says pending in my account.,pending_cash_withdrawal,Neutral,Low,Neutral
762,train,I tried to get cash at some ATM in the city centre earlier but the machine declined my card. I've seen it still shows up as pending in my account. Please cancel it immediately as I definitely have not received that money!,pending_cash_withdrawal,Negative,High,Negative
763,train,Why hasn't my withdrawal shown on my statement?,pending_cash_withdrawal,Neutral,Low,Neutral
764,train,I have withdrawn cash from the ATM but it is showing in my account as a pending transation. Why is this?,pending_cash_withdrawal,Neutral,Low,Neutral
765,train,I made a cash withdrawal earlier and it's showing as pending.  What does that mean?,pending_cash_withdrawal,Neutral,Low,Neutral
766,train,I tried to withdraw cash at an ATM in the city center but my card was declined. The transaction is still showing up as pending - please cancel it!,pending_cash_withdrawal,Neutral,Medium,Negative
767,train,How long does it take for a cash withdrawal to show?,pending_cash_withdrawal,Neutral,Low,Neutral
768,train,"I tried to access money earlier but the machine seems not to be working. After looking, the transaction actually shows to still being process. Can you find out what is going on here? I don't want to be charged for some money I never got.",pending_cash_withdrawal,Neutral,Medium,Neutral
769,train,Why is my cash withdrawal pending?,pending_cash_withdrawal,Neutral,Low,Neutral
770,train,I withdrew cash but it still shows as pending?,pending_cash_withdrawal,Neutral,Low,Neutral
771,train,"Hi there, earlier today I tried to take money out of an ATM machine, and something wasn't working.  I didn't actually receive the money, but I just checked and it says that the transaction is still pending.  Can you tell me what's going on here? Am I still being charged for the withdrawal even though I didn't end up getting any money?",pending_cash_withdrawal,Neutral,Medium,Neutral
772,train,I got some cash in the ATM but its still pending,pending_cash_withdrawal,Neutral,Low,Neutral
773,train,"So much time has gone by, the pending status shouldn't still be there shouldn't it?",pending_cash_withdrawal,Neutral,Low,Negative
774,train,Do you know when the withdrawal will show?,pending_cash_withdrawal,Neutral,Low,Neutral
775,train,How long will my cash withdrawal take,pending_cash_withdrawal,Neutral,Low,Neutral
776,train,Why do I still have a pending cash withdrawal?,pending_cash_withdrawal,Neutral,Low,Neutral
777,train,I have a withdrawal waiting to go through.,pending_cash_withdrawal,Neutral,Low,Neutral
778,train,How long does it take for a pending cash withdrawal?,pending_cash_withdrawal,Neutral,Low,Neutral
779,train,I took out some cash from the ATM but it is still showing the transaction is pending.,pending_cash_withdrawal,Neutral,Low,Neutral
780,train,How are cash withdrawals pending?,pending_cash_withdrawal,Neutral,Low,Neutral
781,train,"I went to an ATM to get cash, but the app says the withdrawal is still pending. How is that possible when I already have the cash with me?",pending_cash_withdrawal,Neutral,Low,Neutral
782,train,My cash withdrawal isnt showing on my account,pending_cash_withdrawal,Neutral,Low,Neutral
783,train,What does pending mean on a cash withdrawal?,pending_cash_withdrawal,Neutral,Low,Neutral
784,train,I'm expecting to see a cash withdrawal but I'm still waiting.,pending_cash_withdrawal,Neutral,Low,Negative
785,train,"So earlier I went to an ATM and got cash. But when I checked the app, it states that the withdrawal is pending. How can that be when I have the cash on me?",pending_cash_withdrawal,Neutral,Low,Neutral
786,train,How long does it take for cash withdrawals to hit my account?,pending_cash_withdrawal,Neutral,Low,Neutral
787,train,Can you explain to me why a cash withdrawal shows up as pending?,pending_cash_withdrawal,Neutral,Low,Neutral
788,train,The machine didn't work earlier when I went to get money out and now my account says transaction in progress.Why?,pending_cash_withdrawal,Neutral,Medium,Neutral
789,train,"I got cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I already received the cash?",pending_cash_withdrawal,Neutral,Medium,Neutral
790,train,I made a deposit in the ATM and it has not cleared,pending_cash_withdrawal,Neutral,Low,Neutral
791,train,withdrawal pending meaning?,pending_cash_withdrawal,Neutral,Low,Neutral
792,train,What does it mean to have a pending cash withdrawal?,pending_cash_withdrawal,Neutral,Low,Neutral
793,train,I tried to get some money but the machine was not working .The transaction still seems in progress! Can you please check what's going on.I don't want to be charged for money that I did not received.,pending_cash_withdrawal,Neutral,Medium,Neutral
794,train,"My account says there are pending funds right now from withdrawing from an ATM, but my card was declined and I never took out any money. When will that money be deposited back into my account?",pending_cash_withdrawal,Neutral,Medium,Neutral
795,train,How long before I can see that my cash withdrawal has taken place?,pending_cash_withdrawal,Neutral,Low,Neutral
796,train,"My cash withdrawal shows pending, why?",pending_cash_withdrawal,Neutral,Low,Neutral
797,train,My account says I have money but I withdrew it in cash.,pending_cash_withdrawal,Neutral,Low,Neutral
798,train,How do I get my cash withdrawal to show?,pending_cash_withdrawal,Neutral,Low,Neutral
