row_index,text_en,text_singlish,category,sentiment,priority
625,I got a €1 extra fee in my statement,mage statement eke mata rupiyal 10ka vadipura fee ekak ava.,extra_charge_on_statement,Neutral,Medium
626,What is the extra fee on my statement?,mage statement eke vadipura fee eka mokakda?,extra_charge_on_statement,Neutral,Medium
627,Why have I been charged an extra Rs 10?,mata vadipura rupiyal 10k ayakarala tiyenne ayi?,extra_charge_on_statement,Neutral,Medium
628,"In my statement, I got a €1 extra fee.","mage statement eke, mata rupiyal 10ka vadipura fee ekak ava.",extra_charge_on_statement,Neutral,Medium
629,Why is there a charge for Rs 10 on my account?,mage account eke rupiyal 10ka charge ekak tiyenne ayi?,extra_charge_on_statement,Neutral,Medium
630,"On my statement, there is a strange Rs 10 charge that appears as pending. What's causing that? I haven't purchased anything that's just Rs 10.","mage statement eke, pending vidihata pena amutu rupiyal 10ka charge ekak tiyenava. ekata hetuva mokakda? mama rupiyal 10k vitarak vechcha mukut aran naa.",extra_charge_on_statement,Neutral,Medium
631,what was the Rs 10 fee i got,mata apu rupiyal 10ka fee eka mokakda?,extra_charge_on_statement,Neutral,Medium
632,I see a charge of 1L I do not recognize on my statement,mage statement eke mama dannaa rupiyal 10ka charge ekak mata penava.,extra_charge_on_statement,Neutral,Medium
633,I was overcharged one extra Rs 10!,mata vadipura rupiyal 10k atirekava ayakarala!,extra_charge_on_statement,Neutral,Medium
634,I noticed an extra Rs 10 charge?,mama vadipura rupiyal 10ka charge ekak dakka?,extra_charge_on_statement,Neutral,Medium
635,I have been charged an extra Rs 10!,mata vadipura rupiyal 10k ayakarala!,extra_charge_on_statement,Neutral,Medium
636,Why does my statement show a Rs 10 charge on my account?,mage statement eke mage account ekata rupiyal 10ka charge ekak pennanne ayi?,extra_charge_on_statement,Neutral,Medium
637,Why has my card been charged an extra Rs 10?,mage card ekata vadipura rupiyal 10k ayakarala tiyenne ayi?,extra_charge_on_statement,Neutral,Medium
638,Why does my statement have an extra fee?,mage statement eke vadipura fee ekak tiyenne ayi?,extra_charge_on_statement,Neutral,Medium
639,There is a  €1 fee on my account I didn't authorize,mage account eke mama authorize nokarapu rupiyal 10ka fee ekak tiyenava.,extra_charge_on_statement,Negative,Medium
640,I was made to pay an additional Rs 10!,mata amatarava rupiyal 10k gevanna vuna!,extra_charge_on_statement,Neutral,Medium
641,I was charged an extra Rs 10 for no reason. Why is that?,hetuvak natuva mata vadipura rupiyal 10k ayakarala. eka ayi?,extra_charge_on_statement,Neutral,Medium
642,It appears I have a fee in my statement.,mage statement eke fee ekak tiyenava vage.,extra_charge_on_statement,Neutral,Medium
643,When did I get a Rs 10 extra fee on my statement?,mage statement ekata rupiyal 10ka vadipura fee ekak ave kavadada?,extra_charge_on_statement,Neutral,Medium
644,What is this fee debit on my account?,mage account eke me fee debit eka mokakda?,extra_charge_on_statement,Neutral,Medium
645,I was charged an extra Rs 10 on my account and would like to know the reason.,"mage account ekata vadipura rupiyal 10k ayakarala, ekata hetuva danaganna one.",extra_charge_on_statement,Neutral,Medium
646,What is this extra €1 fee about?,me vadipura rupiyal 10ka fee eka mokak ganada?,extra_charge_on_statement,Neutral,Medium
647,I was overcharged Rs 10.,mata rupiyal 10k vadiyen ayakarala.,extra_charge_on_statement,Neutral,Medium
648,Why do i have an extra fee on my statement?,mage statement eke vadipura fee ekak tiyenne ayi?,extra_charge_on_statement,Neutral,Medium
649,What was the Rs 10 charge for on my statement?,mage statement eke tibunu rupiyal 10ka charge eka mokatada?,extra_charge_on_statement,Neutral,Medium
650,I had Rs 10 charged to my account that's still pending and wanted to know what the charge is for?,"mage account ekata rupiyal 10k ayakarala thama pending, e charge eka mokatada kiyala danaganna ona vuna.",extra_charge_on_statement,Neutral,Medium
651,I was charged extra or a hidden fee when I purchased something from you. What's the deal? I didn't authorize that charge.,mama oyalagen deyak gattama mata vadipura nattam hidden fee ekak ayakarala. mokadda me? mama e charge eka authorize kale naa.,extra_charge_on_statement,Negative,Medium
652,What am I being charged an extra Rs 10 when I haven't bought something worth that much?,mama e taram vatina deyak aran nati velave mata vadipura rupiyal 10k ayakaranne ayi?,extra_charge_on_statement,Neutral,Medium
653,why was i charged a small amount,mata podi ganak ayakale ayi?,extra_charge_on_statement,Neutral,Medium
654,Do you also have this extra fee on your statement?,oyalage statement eket me vadipura fee eka tiyenavada?,extra_charge_on_statement,Neutral,Medium
655,Why did I get charged Rs 10 seemingly randomly?,mata kisi hetuvak natuva vage rupiyal 10k ayakale ayi?,extra_charge_on_statement,Neutral,Medium
656,Why was I charged an extra Rs 10?,mata vadipura rupiyal 10k ayakale ayi?,extra_charge_on_statement,Neutral,Medium
657,I am being charged Rs 10 out of nowhere. What is this?,kisi tanakin natuva mata rupiyal 10k ayakaranava. me mokakda?,extra_charge_on_statement,Neutral,Medium
658,A pending charge of 1L appears on my statement.  Please explain as I have not made a purchase for that amount,"mage statement eke pending rupiyal 10ka charge ekak penava. mama e ganata purchase ekak karala naa, pahadili karannako.",extra_charge_on_statement,Neutral,Medium
659,Why did you guys charge me an extra €1?,oyala mata vadipura rupiyal 10k ayakale ayi?,extra_charge_on_statement,Neutral,Medium
660,Why was I charged more than I should have been?,mata ona ekata vada vadiyen ayakale ayi?,extra_charge_on_statement,Neutral,Medium
661,What is the fee on my statement for?,mage statement eke fee eka mokatada?,extra_charge_on_statement,Neutral,Medium
662,"Hello, there seems to be a billing mistake associated with my account.  My app was charged Rs 10 more than it should have.  Could you please explain why this may have happened?","halo, mage account ekata sambandha billing varaddak vage. mage app ekata ona ekata vada rupiyal 10k vadiyen ayakarala. meka vune ayi kiyala pahadili karanna puluvanda?",extra_charge_on_statement,Neutral,Medium
663,Why is there a pending hold on Rs 10 on my statement?,mage statement eke rupiyal 10k pending hold ekak tiyenne ayi?,extra_charge_on_statement,Neutral,Medium
664,I need some help figuring out what this strange payment is on my account. It's stays pending and won't go away.,"mage account eke tiyena me amutu pemant eka mokakda kiyala terumganna mata udav one. eka pending vidihata tiyenava, yanne naa.",extra_charge_on_statement,Neutral,Medium
665,What is this Rs 10 charge on my account?,mage account eke me rupiyal 10ka charge eka mokakda?,extra_charge_on_statement,Neutral,Medium
666,There is a Rs 10 charge that appears as pending on my statement. What is that? I haven't purchased anything for Rs 10 there.,mage statement eke pending vidihata pena rupiyal 10ka charge ekak tiyenava. eka mokakda? mama etana rupiyal 10kata mukut aran naa.,extra_charge_on_statement,Neutral,Medium
667,Why did a transaction I made charge me Rs 10?,mama karapu transaction ekak mata rupiyal 10k ayakale ayi?,extra_charge_on_statement,Neutral,Medium
668,"There seems to be an additional charge of Rs 10 on my statement, what is the reason for this?","mage statement eke amatara rupiyal 10ka charge ekak vage tiyenava, mekata hetuva mokakda?",extra_charge_on_statement,Neutral,Medium
669,I still have not received an answer as to why I was charged Rs 10 in a transaction?,transaction ekakadi mata rupiyal 10k ayakale ayi kiyala thama mata uttarayak labila naa.,extra_charge_on_statement,Negative,Medium
670,Why does my statement show an extra fee?,mage statement eke vadipura fee ekak pennanne ayi?,extra_charge_on_statement,Neutral,Medium
671,"There's an extra fee on my statement, why is that?","mage statement eke vadipura fee ekak tiyenava, eka ayi?",extra_charge_on_statement,Neutral,Medium
672,There is some odd Rs 10 charge that appears as pending on my statement. What's that about? Pretty sure I haven't purchased anything for Rs 10 there.,mage statement eke pending vidihata pena amutu rupiyal 10ka charge ekak tiyenava. eka mokak ganada? mama etana rupiyal 10kata mukut aran naa kiyala vishvasayi.,extra_charge_on_statement,Neutral,Medium
673,There is a pending payment on my account that is very strange. I don't remember making this and it won't go away. Can you help me figure this out?,"mage account eke harima amutu pending pemant ekak tiyenava. mata meka karapu matakayak naa, eka yannet naa. meka terumganna udav karanna puluvanda?",extra_charge_on_statement,Neutral,Medium
674,Can you tell me about why the account I have was charged an extra Rs 10,mage account ekata vadipura rupiyal 10k ayakale ayi kiyala kiyanna puluvanda?,extra_charge_on_statement,Neutral,Medium
675,why does my statement contain an extra fee?,mage statement eke vadipura fee ekak tiyenne ayi?,extra_charge_on_statement,Neutral,Medium
676,Can you tell me why I was charged Rs 10 for a transaction?,transaction ekakata mata rupiyal 10k ayakale ayi kiyala kiyanna puluvanda?,extra_charge_on_statement,Neutral,Medium
677,Why is there an extra €1 fee in my statement?,mage statement eke vadipura rupiyal 10ka fee ekak tiyenne ayi?,extra_charge_on_statement,Neutral,Medium
678,"There is an extra charge on my account I didn't authorise, it's just Rs 10, what is it?","mage account eke mama authorize nokarapu vadipura charge ekak tiyenava, eka rupiyal 10k vitarayi, mokakda eka?",extra_charge_on_statement,Negative,Medium
679,What is the Rs 10 that I have pending on my statement there?,mage statement eke etana pending tiyena rupiyal 10 mokakda?,extra_charge_on_statement,Neutral,Medium
680,"I see an extra Rs 10  charge on my statement, why is this?","mage statement eke vadipura rupiyal 10ka charge ekak mata penava, me ayi?",extra_charge_on_statement,Neutral,Medium
681,Can you please explain to me why there is an extra €1 fee in my statement?,mage statement eke vadipura rupiyal 10ka fee ekak tiyenne ayi kiyala mata pahadili karanna puluvanda?,extra_charge_on_statement,Neutral,Medium
682,"There is an unexplained Rs 10 charge on my statement, can you please explain this to me?","mage statement eke pahadili nati rupiyal 10ka charge ekak tiyenava, mata meka pahadili karanna puluvanda?",extra_charge_on_statement,Neutral,Medium
683,How can I find out about an extra fee on my statement?,mage statement eke vadipura fee ekak gana mama danaganne kohomada?,extra_charge_on_statement,Neutral,Medium
684,"Hello, I see that I have been charged an extra Rs 10 on my app.  Could you please provide me with a reason for this charge?","halo, mage app eke mata vadipura rupiyal 10k ayakarala tiyenava mata penava. me charge ekata hetuvak denna puluvanda?",extra_charge_on_statement,Neutral,Medium
685,"In my statement, there was an extra €1 fee",mage statement eke vadipura rupiyal 10ka fee ekak tibuna.,extra_charge_on_statement,Neutral,Medium
686,Is there a reason there's an extra fee on my statement?,mage statement eke vadipura fee ekak tiyenne ayi kiyala hetuvak tiyenavada?,extra_charge_on_statement,Neutral,Medium
687,What is this extra fee on my statement.,mage statement eke me vadipura fee eka mokakda?,extra_charge_on_statement,Neutral,Medium
688,What does the €1 fee mean?,me rupiyal 10ka fee eke teruma mokakda?,extra_charge_on_statement,Neutral,Medium
689,"There's a €1 fee on my statement, why?","mage statement eke rupiyal 10ka fee ekak tiyenava, ayi?",extra_charge_on_statement,Neutral,Medium
690,Why was I charged an additional Rs 10?,mata amatarava rupiyal 10k ayakale ayi?,extra_charge_on_statement,Neutral,Medium
691,I checked my statement and am being charged Rs 10. Where did this charge come from?,"mama statement eka baluva, mata rupiyal 10k ayakaranava. me charge eka ave kohenda?",extra_charge_on_statement,Neutral,Medium
692,I do not know why I was charged for the Rs 10 transaction.,mata rupiyal 10ka transaction ekata ayakale ayi kiyala mama dannaa.,extra_charge_on_statement,Neutral,Medium
693,I wanted to know about a pending Rs 10 that is on my statement.,mage statement eke tiyena pending rupiyal 10k gana danaganna ona vuna.,extra_charge_on_statement,Neutral,Medium
694,"I'm pretty frustrated about a Rs 10 charge that keeps  showing up in my account statement. It's listed in the app as ""pending"", it never changes, and now I'm thinking someone's hacked my account!","mage account statement eke navata navata pena rupiyal 10ka charge ekak gana mama harima kalakirila. eka app eke ""pending"" vidihata tiyenava, kavadavat venas venne naa, dan mata hitenava kavuru hari mage account eka hak karala kiyala!",extra_charge_on_statement,Negative,High
695,How come there is a Rs 10 extra charge on my statement?,mage statement eke rupiyal 10ka vadipura charge ekak tiyenne kohomada?,extra_charge_on_statement,Neutral,Medium
696,I was charged an extra Rs 10.,mata vadipura rupiyal 10k ayakarala.,extra_charge_on_statement,Neutral,Medium
697,There is a charge for an additional Rs 10.,amatara rupiyal 10kata charge ekak tiyenava.,extra_charge_on_statement,Neutral,Medium
698,There is a strange Rs 10 charge that appears as pending on my statement. What's the cause for that? I haven't purchased anything for Rs 10.,mage statement eke pending vidihata pena amutu rupiyal 10ka charge ekak tiyenava. ekata hetuva mokakda? mama rupiyal 10kata mukut aran naa.,extra_charge_on_statement,Neutral,Medium
699,I need to know what these extra charges are on my statement?,mage statement eke tiyena me vadipura charge monavada kiyala danaganna one.,extra_charge_on_statement,Neutral,Medium
700,How come there is an extra fee on my statement?,mage statement eke vadipura fee ekak tiyenne kohomada?,extra_charge_on_statement,Neutral,Medium
701,Why is there an extra charge of 1 Rs 10 on my statement?,mage statement eke vadipura rupiyal 10ka charge ekak tiyenne ayi?,extra_charge_on_statement,Neutral,Medium
702,"I checked my statement and saw a charge of Rs 10, where is this charge coming from?","mama statement eka baluva, rupiyal 10ka charge ekak dakka, me charge eka enne kohenda?",extra_charge_on_statement,Neutral,Medium
703,I don't understand why there is an extra €1 fee in my statement.,mage statement eke vadipura rupiyal 10ka fee ekak tiyenne ayi kiyala mata terenne naa.,extra_charge_on_statement,Neutral,Medium
704,Why was I charged extra on my app?,mage app eke mata vadipura ayakale ayi?,extra_charge_on_statement,Neutral,Medium
705,Why was my account assessed a fee?,mage account ekata fee ekak damme ayi?,extra_charge_on_statement,Neutral,Medium
706,There is an extra Rs 10 charge on my app. Why did you charge me extra?,mage app eke vadipura rupiyal 10ka charge ekak tiyenava. mata vadipura ayakale ayi?,extra_charge_on_statement,Neutral,Medium
707,Why i'm I being charged an extra Rs 10,mata vadipura rupiyal 10k ayakaranne ayi?,extra_charge_on_statement,Neutral,Medium
708,The Rs 10 has still not been reverted as indicated in the previous email.,kalin email eke kivva vidihata rupiyal 10 thama apahu dila naa.,extra_charge_on_statement,Neutral,Medium
709,My statement shows and extra Rs 10 that was charged to it and I would like to know why.,"mage statement eke ekata ayakarapu vadipura rupiyal 10k pennanava, ayi kiyala danaganna one.",extra_charge_on_statement,Neutral,Medium
710,"There is an extra Rs 10 charge on my statement, why is that?","mage statement eke vadipura rupiyal 10ka charge ekak tiyenava, eka ayi?",extra_charge_on_statement,Neutral,Medium
711,Is the 1 Rs 10 charge going to be reimbursed on my card?,rupiyal 10ka charge eka mage card ekata apahu denavada?,extra_charge_on_statement,Neutral,Medium
712,I  see an extra Rs 10 charge on my app. Why did It charge me extra?,mage app eke vadipura rupiyal 10ka charge ekak mata penava. mata vadipura ayakale ayi?,extra_charge_on_statement,Neutral,Medium
713,Why is there a fee added to my statement?,mage statement ekata fee ekak ekatu karala tiyenne ayi?,extra_charge_on_statement,Neutral,Medium
714,Why would there be an extra charge on my app?,mage app eke vadipura charge ekak tiyenne ayi?,extra_charge_on_statement,Neutral,Medium
715,There is a charge for Rs 10 on my statement.  I do not think that I bought anything that costed Rs 10.  What is going on?,mage statement eke rupiyal 10ka charge ekak tiyenava. mama rupiyal 10k vatina deyak gatta kiyala mata hitenne naa. mokada venne?,extra_charge_on_statement,Neutral,Medium
716,Why does my transaction have an added fee?,mage transaction ekata ekatu karapu fee ekak tiyenne ayi?,extra_charge_on_statement,Neutral,Medium
717,There is  an extra Rs 10 charge on my app. Why did it charge me extra?,mage app eke vadipura rupiyal 10ka charge ekak tiyenava. mata vadipura ayakale ayi?,extra_charge_on_statement,Neutral,Medium
718,Why is there an additional fee showing on the statement I received?,mata labunu statement eke amatara fee ekak penne ayi?,extra_charge_on_statement,Neutral,Medium
719,How come I was charged a transaction of Rs 10?,mata rupiyal 10ka transaction ekak ayakale kohomada?,extra_charge_on_statement,Neutral,Medium
720,Please explain the charge of 1L in error.  I have purchased nothing in this amount.,varadimakin vechcha rupiyal 10ka charge eka pahadili karannako. mama me ganata mukut aran naa.,extra_charge_on_statement,Neutral,Medium
721,Where did the  €1 fee in my statement come from,mage statement eke rupiyal 10ka fee eka ave kohenda?,extra_charge_on_statement,Neutral,Medium
722,What is this random charge of Rs 10 doing on my account?,mage account eke me ahamben vage tiyena rupiyal 10ka charge eka mokada karanne?,extra_charge_on_statement,Neutral,Medium
723,I had to pay one Rs 10 more than the set price!,dapu milata vada mata rupiyal 10k vadiyen gevanna vuna!,extra_charge_on_statement,Neutral,Medium
724,My statement is showing an extra Rs 10 charge and I am unsure why. Is there an explanation for this?,"mage statement eke vadipura rupiyal 10ka charge ekak penava, ayi kiyala vishvasa naa. mekata pahadili kirimak tiyenavada?",extra_charge_on_statement,Neutral,Medium
725,Do I have a Rs 10 extra fee on the statement?,statement eke mata rupiyal 10ka vadipura fee ekak tiyenavada?,extra_charge_on_statement,Neutral,Medium
726,Why is it showing that my account has been charged Rs 10 that is showing as pending?,mage account ekata pending vidihata pena rupiyal 10k ayakarala kiyala pennanne ayi?,extra_charge_on_statement,Neutral,Medium
727,"I do not understand why there is a pending Rs 10 charge on my statement, I do not recall making this transaction. Can you please tell me what this is about?","mage statement eke pending rupiyal 10ka charge ekak tiyenne ayi kiyala mata terenne naa, me transaction eka karapu matakayak naa. meka mokakda kiyala kiyanna puluvanda?",extra_charge_on_statement,Neutral,Medium
728,My statement shows an extra fee - what is it?,mage statement eke vadipura fee ekak pennanava - eka mokakda?,extra_charge_on_statement,Neutral,Medium
729,What is this €1 charge?,me rupiyal 10ka charge eka mokakda?,extra_charge_on_statement,Neutral,Medium
730,How long will the Rs 10 charge show as pending?,rupiyal 10ka charge eka kochchara kal pending vidihata pennayida?,extra_charge_on_statement,Neutral,Low
731,I've been charged an extra Rs 10 and I don't know what it's for,"mata vadipura rupiyal 10k ayakarala, eka mokatada kiyala mama dannaa.",extra_charge_on_statement,Neutral,Medium
732,I was overcharged an additional Rs 10.,mata amatarava rupiyal 10k vadiyen ayakarala.,extra_charge_on_statement,Neutral,Medium
733,I've been charged an extra Rs 10 and I don't know why,"mata vadipura rupiyal 10k ayakarala, ayi kiyala mama dannaa.",extra_charge_on_statement,Neutral,Medium
734,My statement is showing I was Charged Rs 10 and I am not sure why.,"mage statement eke mata rupiyal 10k ayakarala kiyala pennanava, ayi kiyala vishvasa naa.",extra_charge_on_statement,Neutral,Medium
735,Why is there a €1 charge on my statement?,mage statement eke rupiyal 10ka charge ekak tiyenne ayi?,extra_charge_on_statement,Neutral,Medium
736,An extra fee of €1 was in my statement,mage statement eke rupiyal 10ka vadipura fee ekak tibuna.,extra_charge_on_statement,Neutral,Medium
737,I would like to know why a withdraw I made for some cash shows up as pending.,mama karapu cash withdrawal eka pending vidihata penne ayi kiyala danaganna one.,pending_cash_withdrawal,Neutral,Low
738,Why is my cash withdrawal still showing as pending?,mage cash withdrawal eka thama pending vidihata penne ayi?,pending_cash_withdrawal,Neutral,Low
739,"I have the cash already, my account still shows up as pending.  How can my account be still pending?","salli mata danatamat tiyenava, et mage account eka thama pending kiyala pennanava. account eka thama pending venne kohomada?",pending_cash_withdrawal,Neutral,Low
740,I tried to get cash out of the ATM but it is taking too long,"mama ATM eken salli ganna haduva, et godak vela yanava.",pending_cash_withdrawal,Neutral,Low
741,Why is the cash withdrawal under pending?,cash withdrawal eka pending eke tiyenne ayi?,pending_cash_withdrawal,Neutral,Low
742,What does it mean if my cash withdrawal does not show up properly?,mage cash withdrawal eka hariyata pennanne nattam eke teruma mokakda?,pending_cash_withdrawal,Neutral,Low
743,"Hello, I have a pending transaction in my account due to an ATM machine that wasn't working. In any case if the transaction goes through, after how long can I get my money back?","halo, vada nokarapu ATM ekak nisa mage account eke pending transaction ekak tiyenava. habayi transaction eka giyot, kochchara kal giyata passeda mage salli apahu ganna puluvan?",pending_cash_withdrawal,Neutral,Low
744,Why is my ATM withdrawal still pending?,mage ATM withdrawal eka thama pending ayi?,pending_cash_withdrawal,Neutral,Low
745,Is the cash withdrawal going to show?,cash withdrawal eka pennayida?,pending_cash_withdrawal,Neutral,Low
746,"Cash withdrawal has been pending, why is it so?","cash withdrawal eka pending vela, eka ayi?",pending_cash_withdrawal,Neutral,Low
747,My account shows up as pending after I received cash from the ATM earlier.  How can this be still pending? I've got the cash already.,kalin mama ATM eken salli gattata passe mage account eka pending kiyala pennanava. meka thama pending venne kohomada? salli mata danatamat tiyenava.,pending_cash_withdrawal,Neutral,Low
748,How long does it take to verify a cash withdraw?,cash withdrawal ekak verify karanna kochchara vela yanavada?,pending_cash_withdrawal,Neutral,Low
749,"The transaction for the cash I pulled out of the ATM earlier is pending in the app, but how if I already have the cash?","kalin mama ATM eken gatta cash eke transaction eka app eke pending, et salli danatamat mata tiyeddi kohomada?",pending_cash_withdrawal,Neutral,Low
750,Why has my withdrawal not posted?,mage withdrawal eka post vela natte ayi?,pending_cash_withdrawal,Neutral,Low
751,"When I used one of the ATMs in the city centre today, I tried to take out some money, but for whatever reason, the machine declined my card. Just checked it out in my account and that amount is still showing as pending! Is there any way that you can cancel this transaction, because I did not receive any money whatsoever from the ATM","ada mama town eke ATM ekak pavichchi karaddi salli tikak ganna haduva, et mokak hari hetuvakata machine eka mage card eka decline kala. dan account eke baluvama e gana thama pending kiyala pennanava! me transaction eka cancel karanna vidiyak tiyenavada? mokada mata ATM eken kisima salliyak labune naa.",pending_cash_withdrawal,Neutral,Medium
752,Why is the cash withdraw I made shown as pending?,mama karapu cash withdrawal eka pending vidihata pennanne ayi?,pending_cash_withdrawal,Neutral,Low
753,"Hello. I looked at my account and see that a transaction I tried to do is pending, but I did not complete that transaction. When I was at the ATM, the machine declined my card. Can you make sure that transaction does not go through because I definitely did not receive the money.","halo. mama account eka baluva, mama karanna haduva transaction ekak pending, et mama e transaction eka complete kale naa. mama ATM eke iddi machine eka mage card eka decline kala. e transaction eka yanne naa kiyala balanna puluvanda, mokada mata e salli labune naa.",pending_cash_withdrawal,Neutral,Medium
754,Should my cash withdrawal still be pending?,mage cash withdrawal eka thama pending venna oneda?,pending_cash_withdrawal,Neutral,Low
755,"Hey, I tried to withdraw some cash earlier and it's saying it's pending? Will I be charged for this?","heyi, kalin mama cash tikak ganna haduva, eka pending kiyala pennanava? mata mekata ayakarayida?",pending_cash_withdrawal,Neutral,Low
756,There should be a cash withdrawal that I haven't seen yet.,mama thama dakala nati cash withdrawal ekak tiyenna one.,pending_cash_withdrawal,Neutral,Low
757,Why is the app showing a still pending message on a withdraw that has already been done?,danatamat karala ivara withdrawal ekakata app eka thama pending message ekak pennanne ayi?,pending_cash_withdrawal,Neutral,Low
758,Why is my cash withdrawal still pending?,mage cash withdrawal eka thama pending ayi?,pending_cash_withdrawal,Neutral,Low
759,"If my cash withdrawal is still not showing, is something wrong?","mage cash withdrawal eka thama pennanne nattam, mokak hari varaddakda?",pending_cash_withdrawal,Neutral,Low
760,I noticed on my online statement that an ATM withdrawal I made early is still pending.  Is this accurate?,mage online statement eke mama kalin karapu ATM withdrawal ekak thama pending kiyala dakka. meka harida?,pending_cash_withdrawal,Neutral,Low
761,I made a cash withdrawal at an ATM but it still says pending in my account.,"mama ATM ekakin cash withdrawal ekak kala, et account eke thama pending kiyanava.",pending_cash_withdrawal,Neutral,Low
762,I tried to get cash at some ATM in the city centre earlier but the machine declined my card. I've seen it still shows up as pending in my account. Please cancel it immediately as I definitely have not received that money!,"kalin mama town eke ATM ekakin cash ganna haduva, et machine eka mage card eka decline kala. account eke eka thama pending kiyala pennanava dakka. karunakarala eka danma cancel karanna, mokada mata e salli labune naa!",pending_cash_withdrawal,Negative,High
763,Why hasn't my withdrawal shown on my statement?,mage withdrawal eka statement eke pennala natte ayi?,pending_cash_withdrawal,Neutral,Low
764,I have withdrawn cash from the ATM but it is showing in my account as a pending transation. Why is this?,"mama ATM eken cash gatta, et account eke eka pending transaction ekak vidihata pennanava. me ayi?",pending_cash_withdrawal,Neutral,Low
765,I made a cash withdrawal earlier and it's showing as pending.  What does that mean?,"kalin mama cash withdrawal ekak kala, eka pending kiyala pennanava. eke teruma mokakda?",pending_cash_withdrawal,Neutral,Low
766,I tried to withdraw cash at an ATM in the city center but my card was declined. The transaction is still showing up as pending - please cancel it!,"mama town eke ATM ekakin cash ganna haduva, et mage card eka decline vuna. transaction eka thama pending kiyala pennanava - karunakarala eka cancel karanna!",pending_cash_withdrawal,Neutral,Medium
767,How long does it take for a cash withdrawal to show?,cash withdrawal ekak pennanna kochchara vela yanavada?,pending_cash_withdrawal,Neutral,Low
768,"I tried to access money earlier but the machine seems not to be working. After looking, the transaction actually shows to still being process. Can you find out what is going on here? I don't want to be charged for some money I never got.","kalin mama salli ganna haduva, et machine eka vada karanne naa vage. baluvama, transaction eka thama process venava kiyala pennanava. metana mokada venne kiyala hoyala denna puluvanda? mata nolabunu salliyakata ayakaraganna mata ona naa.",pending_cash_withdrawal,Neutral,Medium
769,Why is my cash withdrawal pending?,mage cash withdrawal eka pending ayi?,pending_cash_withdrawal,Neutral,Low
770,I withdrew cash but it still shows as pending?,"mama cash gatta, et eka thama pending kiyala pennanava?",pending_cash_withdrawal,Neutral,Low
771,"Hi there, earlier today I tried to take money out of an ATM machine, and something wasn't working.  I didn't actually receive the money, but I just checked and it says that the transaction is still pending.  Can you tell me what's going on here? Am I still being charged for the withdrawal even though I didn't end up getting any money?","hayi, ada kalin mama ATM machine ekakin salli ganna haduva, mokak hari vada kale naa. mata attatama salli labune naa, et dan baluvama transaction eka thama pending kiyanava. metana mokada venne kiyala kiyanna puluvanda? mata salli nolabunat thama mata e withdrawal ekata ayakaranavada?",pending_cash_withdrawal,Neutral,Medium
772,I got some cash in the ATM but its still pending,"mama ATM eken cash tikak gatta, et eka thama pending.",pending_cash_withdrawal,Neutral,Low
773,"So much time has gone by, the pending status shouldn't still be there shouldn't it?","mechchara vela gihilla, pending status eka thama tiyenna honda naa neda?",pending_cash_withdrawal,Neutral,Low
774,Do you know when the withdrawal will show?,withdrawal eka kavadada pennanne kiyala dannavada?,pending_cash_withdrawal,Neutral,Low
775,How long will my cash withdrawal take,mage cash withdrawal eka kochchara vela yayida?,pending_cash_withdrawal,Neutral,Low
776,Why do I still have a pending cash withdrawal?,mata thama pending cash withdrawal ekak tiyenne ayi?,pending_cash_withdrawal,Neutral,Low
777,I have a withdrawal waiting to go through.,mata yanna balagena inna withdrawal ekak tiyenava.,pending_cash_withdrawal,Neutral,Low
778,How long does it take for a pending cash withdrawal?,pending cash withdrawal ekakata kochchara vela yanavada?,pending_cash_withdrawal,Neutral,Low
779,I took out some cash from the ATM but it is still showing the transaction is pending.,"mama ATM eken cash tikak gatta, et transaction eka thama pending kiyala pennanava.",pending_cash_withdrawal,Neutral,Low
780,How are cash withdrawals pending?,cash withdrawals pending venne kohomada?,pending_cash_withdrawal,Neutral,Low
781,"I went to an ATM to get cash, but the app says the withdrawal is still pending. How is that possible when I already have the cash with me?","mama cash ganna ATM ekata giya, et app eka kiyanava withdrawal eka thama pending kiyala. salli danatamat mage langa tiyeddi eka kohomada?",pending_cash_withdrawal,Neutral,Low
782,My cash withdrawal isnt showing on my account,mage cash withdrawal eka account eke pennanne naa.,pending_cash_withdrawal,Neutral,Low
783,What does pending mean on a cash withdrawal?,cash withdrawal ekaka pending kiyanne mokakda?,pending_cash_withdrawal,Neutral,Low
784,I'm expecting to see a cash withdrawal but I'm still waiting.,"mama cash withdrawal ekak balaporottu venava, et thama balagena innava.",pending_cash_withdrawal,Neutral,Low
785,"So earlier I went to an ATM and got cash. But when I checked the app, it states that the withdrawal is pending. How can that be when I have the cash on me?","kalin mama ATM ekata gihin cash gatta. et app eka baluvama, withdrawal eka pending kiyala kiyanava. salli mage langa tiyeddi eka kohomada?",pending_cash_withdrawal,Neutral,Low
786,How long does it take for cash withdrawals to hit my account?,cash withdrawals mage account ekata vadinna kochchara vela yanavada?,pending_cash_withdrawal,Neutral,Low
787,Can you explain to me why a cash withdrawal shows up as pending?,cash withdrawal ekak pending vidihata pennanne ayi kiyala mata pahadili karanna puluvanda?,pending_cash_withdrawal,Neutral,Low
788,The machine didn't work earlier when I went to get money out and now my account says transaction in progress.Why?,"kalin mama salli ganna giyama machine eka vada kale naa, dan mage account eka kiyanava transaction in progress kiyala. ayi?",pending_cash_withdrawal,Neutral,Medium
