row_index,text,category,sentiment_existing,priority_existing,vader_compound,negativity_score,positive_flag,suggested_sentiment,suggested_priority,priority_content_support,has_urgent_cue,strong_neg_hits,urgent_hits
1799,I need help fixing my contactless. It's not working anywhere I go today.,contactless_not_working,Neutral,Medium,0.402,0.0,False,Neutral,Medium,False,False,,
1800,The contactless payments are not working.,contactless_not_working,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1801,how to get new card?,contactless_not_working,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1802,How do I troubleshoot my contactless?,contactless_not_working,Neutral,Medium,0.202,0.0,False,Neutral,Medium,False,False,,
1803,How can I fix my contactless?,contactless_not_working,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1804,Any charges applicable for new card?,contactless_not_working,Neutral,Medium,-0.273,1.4,False,Neutral,Medium,False,False,,
1805,I have a contactless that's broken.,contactless_not_working,Negative,Medium,-0.477,2.4,False,Mildly Negative,Medium,False,False,,
1806,My contactless is non-functional.,contactless_not_working,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1807,How can i get new card?,contactless_not_working,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1808,My contactless stopped working today no matter where I try to use it. How do I get it to start working again?,contactless_not_working,Neutral,Medium,-0.244,1.2,False,Neutral,Medium,False,False,,
1809,How do I troubleshoot when contactless doesn't work?,contactless_not_working,Neutral,Medium,0.202,0.0,False,Neutral,Medium,False,False,,
1810,How can I fix my card if the contactless function didn't work this morning?,contactless_not_working,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1811,"I was trying to use contactless earlier, but it didn't work.",contactless_not_working,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1812,Why wouldn't my contactless work for the metro?,contactless_not_working,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1813,Are my contactless settings correct? I tried to use it today but it wasn't working.,contactless_not_working,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1814,I am having problems with my contactless.,contactless_not_working,Neutral,Medium,-0.402,2.0,False,Mildly Negative,Medium,False,False,,
1815,"I am having issues using contactless payments, could my card be damaged?",contactless_not_working,Neutral,Medium,-0.44,2.2,False,Mildly Negative,Medium,False,False,,
1816,"What is the reason when I tried to pay contactless at the bus, it didnt work?",contactless_not_working,Neutral,Medium,-0.103,0.5,False,Neutral,Medium,False,False,,
1817,Is there a top up fee for transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,0.202,0.0,False,Neutral,Medium,False,False,,
1818,Will there be a charge for topping up by account with a SEPA transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1819,What are the charges for receiving a SEPA transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,-0.273,1.4,False,Neutral,Medium,False,False,,
1820,Is there a charge for SEPA transfers?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1821,Will I be charged a fee for a SEPA transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,-0.202,1.0,False,Neutral,Medium,False,False,,
1822,What is the fee to top-up my account,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1823,Will you guys charge me for topping up by transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1824,Can you tell me the cost of a transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1825,Do you receive SWIFT transfers?,top_up_by_bank_transfer_charge,Neutral,Medium,0.368,0.0,False,Neutral,Medium,False,False,,
1826,What is the charge for receiving a SEPA transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1827,Will I receive all the money sent to my account by SEPA transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1828,Am I going to see a charge for a SEPA transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1829,Can I do a SWIFT transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,0.368,0.0,False,Neutral,Medium,False,False,,
1830,What would I be charged in receiving a SEPA transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,-0.202,1.0,False,Neutral,Medium,False,False,,
1831,How much is it to receive money?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1832,Is there a charge for using transfers for top ups?,top_up_by_bank_transfer_charge,Neutral,Medium,0.202,0.0,False,Neutral,Medium,False,False,,
1833,"If someone sends me money, will I be charged?",top_up_by_bank_transfer_charge,Neutral,Medium,-0.202,1.0,False,Neutral,Medium,False,False,,
1834,Do you accept SWIFT transfers?,top_up_by_bank_transfer_charge,Neutral,Medium,0.629,0.0,False,Neutral,Medium,False,False,,
1835,Am I charged for receiving money?,top_up_by_bank_transfer_charge,Neutral,Medium,-0.202,1.0,False,Neutral,Medium,False,False,,
1836,Will I be charged for topping up by transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,-0.202,1.0,False,Neutral,Medium,False,False,,
1837,Will I be charged any fee for receiving money?,top_up_by_bank_transfer_charge,Neutral,Medium,-0.202,1.0,False,Neutral,Medium,False,False,,
1838,Are there fees for receiving a SEPA transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1839,Is there a fee to top up by bank transfers?,top_up_by_bank_transfer_charge,Neutral,Medium,0.202,0.0,False,Neutral,Medium,False,False,,
1840,Do you offer SWIFT transfers?,top_up_by_bank_transfer_charge,Neutral,Medium,0.368,0.0,False,Neutral,Medium,False,False,,
1841,Will I be charged for a top off transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1842,Will I be charged for receiving money?,top_up_by_bank_transfer_charge,Neutral,Medium,-0.202,1.0,False,Neutral,Medium,False,False,,
1843,To receive money are there charges?,top_up_by_bank_transfer_charge,Neutral,Medium,-0.273,1.4,False,Neutral,Medium,False,False,,
1844,Will there be a charge when money is added to my account?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1845,What are the fees associated with top up via transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,0.202,0.0,False,Neutral,Medium,False,False,,
1846,Can I use SWIFT transfers?,top_up_by_bank_transfer_charge,Neutral,Medium,0.368,0.0,False,Neutral,Medium,False,False,,
1847,How much does a transfer cost?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1848,Is there a fee for a SEPA transfer,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1849,why do you charge for transfers?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1850,Is there a fee to make a transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1851,What is the charge to make a transfer,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1852,"If I were to transfer, what would the cost be?",top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1853,Does it cost anything to transfer money for a top-up?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1854,Will I be fined for topping up by transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1855,what is the price of a transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1856,If I top-up by using a trasfer are there charges that applied?,top_up_by_bank_transfer_charge,Neutral,Medium,-0.273,1.4,False,Neutral,Medium,False,False,,
1857,Do I get charged if I get money?,top_up_by_bank_transfer_charge,Neutral,Medium,-0.202,1.0,False,Neutral,Medium,False,False,,
1858,Would I be able to use SWIFT transfers?,top_up_by_bank_transfer_charge,Neutral,Medium,0.368,0.0,False,Neutral,Medium,False,False,,
1859,Are there any charges for receiving money?,top_up_by_bank_transfer_charge,Neutral,Medium,-0.273,1.4,False,Neutral,Medium,False,False,,
1860,how much will I be charged for making a transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,-0.202,1.0,False,Neutral,Medium,False,False,,
1861,For topping-up is there a charge?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1862,Can I transfer money using the SWIFT service?,top_up_by_bank_transfer_charge,Neutral,Medium,0.368,0.0,False,Neutral,Medium,False,False,,
1863,Is there a charge for transfers?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1864,is there a fee for swift transfer,top_up_by_bank_transfer_charge,Neutral,Medium,0.202,0.0,False,Neutral,Medium,False,False,,
1865,How much does it cost to top up by transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,0.202,0.0,False,Neutral,Medium,False,False,,
1866,What are the fees for using transfer to top off my account?,top_up_by_bank_transfer_charge,Neutral,Medium,0.202,0.0,False,Neutral,Medium,False,False,,
1867,Do you charge anything for topping up?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1868,Are SWIFT Transfers available at this bank?,top_up_by_bank_transfer_charge,Neutral,Medium,0.368,0.0,False,Neutral,Medium,False,False,,
1869,"If I were to do a transfer, what is the rate for that?",top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1870,How much do I need to pay for a transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,-0.103,0.5,False,Neutral,Medium,False,False,,
1871,Is there a charge for getting my money?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1872,Does this program take SWIFT transfers?,top_up_by_bank_transfer_charge,Neutral,Medium,0.368,0.0,False,Neutral,Medium,False,False,,
1873,What does it cost to receive a SEPA transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1874,How much will it be in order to pay with a bank transfer using SEPA?,top_up_by_bank_transfer_charge,Neutral,Medium,-0.103,0.5,False,Neutral,Medium,False,False,,
1875,Will there be a fee if I receive a SEPA transfer,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1876,Am I charged if I make a top-up?,top_up_by_bank_transfer_charge,Neutral,Medium,-0.202,1.0,False,Neutral,Medium,False,False,,
1877,do you have a fee for receiving a SEPA transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1878,What does a transfer cost?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1879,Am I able to do a SWIFT transfer with you?,top_up_by_bank_transfer_charge,Neutral,Medium,0.368,0.0,False,Neutral,Medium,False,False,,
1880,Is a SWIFT transfer acceptable?,top_up_by_bank_transfer_charge,Neutral,Medium,0.59,0.0,False,Neutral,Medium,False,False,,
1881,Will I be charged for adding money by transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,-0.202,1.0,False,Neutral,Medium,False,False,,
1882,How much will it cost me for a SEPA transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1883,How much would it cost me if I transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1884,What should I expect to be charged on a SEPA transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,-0.202,1.0,False,Neutral,Medium,False,False,,
1885,What is the cost of a transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1886,"I want to top up my account by a bank transfer, but will I be charged?",top_up_by_bank_transfer_charge,Neutral,Medium,-0.166,0.8,False,Neutral,Medium,False,False,,
1887,Am I able to do a SWIFT transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,0.368,0.0,False,Neutral,Medium,False,False,,
1888,Are you aware of any charges for receiving money?,top_up_by_bank_transfer_charge,Neutral,Medium,-0.273,1.4,False,Neutral,Medium,False,False,,
1889,Are SWIFT transfers supported?,top_up_by_bank_transfer_charge,Neutral,Medium,0.59,0.0,False,Neutral,Medium,False,False,,
1890,Is there a charge for receiving money?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1891,Can I transfer using SWIFT?,top_up_by_bank_transfer_charge,Neutral,Medium,0.368,0.0,False,Neutral,Medium,False,False,,
1892,Am I going to be charged for receiving  money?,top_up_by_bank_transfer_charge,Neutral,Medium,-0.202,1.0,False,Neutral,Medium,False,False,,
1893,What are the additional charges for a SWIFT transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,0.111,0.0,False,Neutral,Medium,False,False,,
1894,Does it cost me anything to top up my account via bank transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,0.202,0.0,False,Neutral,Medium,False,False,,
1895,How much does it cost to make transfers?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1896,How much would it cost me for a bank transfer to top up my account?,top_up_by_bank_transfer_charge,Neutral,Medium,0.202,0.0,False,Neutral,Medium,False,False,,
1897,Do you take SWIFT transfers?,top_up_by_bank_transfer_charge,Neutral,Medium,0.368,0.0,False,Neutral,Medium,False,False,,
1898,Is there a fee for topping off by transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1899,Will I be charged for receiving the money?,top_up_by_bank_transfer_charge,Neutral,Medium,-0.202,1.0,False,Neutral,Medium,False,False,,
1900,"For SEPA transfers, what kind of charge will be applied?",top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1901,Are there topping up fees if I have to transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1902,Am I going to be charged for topping up by transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,-0.202,1.0,False,Neutral,Medium,False,False,,
1903,What is the handling fee for transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1904,Does it cost me to add cash?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1905,Do I get charged if I am receiving money?,top_up_by_bank_transfer_charge,Neutral,Medium,-0.202,1.0,False,Neutral,Medium,False,False,,
1906,Are you going to charge me to collect the money?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1907,Can I Transfer from SWIFT?,top_up_by_bank_transfer_charge,Neutral,Medium,0.368,0.0,False,Neutral,Medium,False,False,,
1908,what is the fee for a transfer into my account,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1909,Do I pay a fee for SEPA transfers?,top_up_by_bank_transfer_charge,Neutral,Medium,-0.103,0.5,False,Neutral,Medium,False,False,,
1910,Is there a cost to receive money?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1911,"I'd like to make a SEPA transfer to my account, but will I be charged?",top_up_by_bank_transfer_charge,Neutral,Medium,-0.115,0.6,False,Neutral,Medium,False,False,,
1912,Can third party fees affect a transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,0.402,0.0,False,Neutral,Medium,False,False,,
1913,Do you charge for transfers?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1914,Will I be charged for topping up my account using a bank transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,-0.202,1.0,False,Neutral,Medium,False,False,,
1915,How much would I be charged for a transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,-0.202,1.0,False,Neutral,Medium,False,False,,
1916,Is there a top up fee?,top_up_by_bank_transfer_charge,Neutral,Medium,0.202,0.0,False,Neutral,Medium,False,False,,
1917,are SWIFT transfers an option?,top_up_by_bank_transfer_charge,Neutral,Medium,0.368,0.0,False,Neutral,Medium,False,False,,
1918,How much does it cost to do a transfer?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1919,"If I top up by transfer, am I going to be charged?",top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1920,What are the charges for recieving SEPA transfers?,top_up_by_bank_transfer_charge,Neutral,Medium,-0.273,1.4,False,Neutral,Medium,False,False,,
1921,Are there any fees associated with receiving money?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1922,How much does each transfer cost?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1923,Is there any fees associated with receiving money with this account?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1924,Will I be charged to top off my account?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1925,What kind of fee is there to top-up my account?,top_up_by_bank_transfer_charge,Neutral,Medium,0.0,0.0,False,Neutral,Medium,False,False,,
1926,Do you process SWIFT transfers?,top_up_by_bank_transfer_charge,Neutral,Medium,0.368,0.0,False,Neutral,Medium,False,False,,
1927,I want to do a swift transfer,top_up_by_bank_transfer_charge,Neutral,Medium,0.273,0.0,False,Neutral,Medium,False,False,,
1928,How long does a top-up take to go through?,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1929,I am under the impression that my top up is still pending,pending_top_up,Neutral,Low,0.402,0.0,False,Neutral,Low,False,False,,
1930,How long will it take for my money to be deposited?,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1931,i put money on my card and i dont see it on the balance,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1932,I have a top-up that's still pending and wanted to know about it.,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1933,"It is still pending, I am still waiting. Your system just shows my top-up as pending. What is happening?",pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1934,Why is my top up not completing?,pending_top_up,Neutral,Low,0.202,0.0,False,Neutral,Low,False,False,,
1935,What if my top up doesn't go through?,pending_top_up,Neutral,Low,0.202,0.0,False,Neutral,Low,False,False,,
1936,"Sort your top up out please! It's been pending since an hour already, can you please make this go through asap I really need the money",pending_top_up,Neutral,Low,0.69,1.0,False,Neutral,Low,True,True,,asap
1937,Says that my top-up is incomplete?,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1938,It appears my top-up is still pending.,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1939,My top up did not go through yet.,pending_top_up,Neutral,Low,0.202,0.0,False,Neutral,Low,False,False,,
1940,Seems like my top-up has not gone through,pending_top_up,Neutral,Low,0.361,0.0,False,Neutral,Low,False,False,,
1941,How long will my top-up stay pending?,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1942,I think my top up is still pending?,pending_top_up,Neutral,Low,0.202,0.0,False,Neutral,Low,False,False,,
1943,"Something is wrong with the top up! I'm a regular customer and use your service all the time, usually this works but now it just shows up as pending",pending_top_up,Neutral,Low,-0.236,1.7,False,Neutral,Low,False,False,,
1944,why isn't my top-up going through?,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1945,I topped up but it isn't in my account,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1946,When will my top-up happen?,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1947,"My top up has been pending for an hour already, and I really need this to go through as soon as possible.  Can you help?",pending_top_up,Neutral,Low,0.542,0.0,False,Neutral,Low,False,False,,
1948,What is the reason my top-up is still pending?,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1949,how long does it take to reflect in my balance a top up,pending_top_up,Neutral,Low,0.202,0.0,False,Neutral,Low,False,False,,
1950,My top-up is taking a while to process!,pending_top_up,Neutral,Low,0.0,0.5,False,Neutral,Low,False,False,,
1951,My top up is incomplete.,pending_top_up,Neutral,Low,0.202,0.0,False,Neutral,Low,False,False,,
1952,My top-up funds aren't available yet.,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1953,Why hasn't my top-up finished pending yet?,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1954,Where are my funds? I topped off my car but it didn't seem to complete.,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1955,"I tried to top up, but the funds show up as pending. I thought it was instant?",pending_top_up,Neutral,Low,0.103,0.0,False,Neutral,Low,False,False,,
1956,"I tried to top up, but it didn't finish.",pending_top_up,Neutral,Low,0.103,0.0,False,Neutral,Low,False,False,,
1957,Should my top-up be completed by now?,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1958,My top up did not complete.,pending_top_up,Neutral,Low,0.202,0.0,False,Neutral,Low,False,False,,
1959,Why hasnt my top up gone through yet?? I thought it was suppose to be instant? Am I wrong? Why is it still pending?,pending_top_up,Neutral,Low,-0.686,3.4,False,Mildly Negative,Low,False,False,,
1960,"I topped up and went to buy something, but it says that my funds are pending. Is there a way to quicken this process?",pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1961,When will my top up be approved?,pending_top_up,Neutral,Low,0.557,0.0,False,Neutral,Low,False,False,,
1962,My top-up didn't go through; it still says pending. What's up with that?,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1963,I can't find the money I just added to my account.,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1964,What does it mean if my top-up has not gone through?,pending_top_up,Negative,Low,0.0,0.0,False,Neutral,Low,False,False,,
1965,"My top up hasn't gone through yet, why?",pending_top_up,Neutral,Low,0.202,0.0,False,Neutral,Low,False,False,,
1966,I've been waiting for a top up to come through for over an hour and I need the funds now.,pending_top_up,Neutral,Low,0.202,0.0,False,Neutral,Low,False,False,,
1967,"Hello, I am a new customer, and just tried topping up for the first time. According to your information, the transaction should be instant - why does it still show as pending?",pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1968,I attempted to top up my account but it's been frozen in a pending state for well over an hour now! Is this normal? I'm a new customer and this is my first time doing this. I assumed it would be done quicker than this.,pending_top_up,Neutral,Low,0.517,0.5,False,Neutral,Low,False,False,,
1969,My account is  new  why can I  not top up,pending_top_up,Neutral,Low,-0.151,0.8,False,Neutral,Low,False,False,,
1970,"Help, I don't see my money i just added.",pending_top_up,Neutral,Low,0.402,0.0,False,Neutral,Low,False,False,,
1971,What happened to my Top-Up? It's not reflected.,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1972,"I'm waiting on a top-up, its still pending",pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1973,I'm a new customer and tried topping up today for the first time. It's still pending and doesn't seem to be working. I need to get this fixed.,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1974,"Needed gas, been delayed for half an hour.Please fix it!",pending_top_up,Negative,Low,-0.294,2.0,False,Mildly Negative,Low,False,False,,
1975,Yesterday I topped up my card. Why didn't it complete as it still pending?,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1976,Tell my why my top-up is pending.,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1977,How long should I wait for top up go go through ?,pending_top_up,Neutral,Low,0.202,0.0,False,Neutral,Low,False,False,,
1978,Top-up is loaded into the card and no update.,pending_top_up,Neutral,Low,-0.296,1.5,False,Neutral,Low,False,False,,
1979,My top-up seems to be pending for a long time?,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1980,"I already paid to top-up but the funds aren't available yet, where are they?",pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1981,What do I do if my top-up has not gone through?,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1982,My top-up hasn't gone through,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1983,Is my top up not working?,pending_top_up,Neutral,Low,0.202,0.0,False,Neutral,Low,False,False,,
1984,My top up is pending still,pending_top_up,Neutral,Low,0.202,0.0,False,Neutral,Low,False,False,,
1985,Why has my top up not gone through yet?,pending_top_up,Neutral,Low,0.202,0.0,False,Neutral,Low,False,False,,
1986,"Hi, I tried topping up for the first time today (I'm a new customer), and the transaction has shown as pending for the last half an hour. Can you fix it?",pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1987,My top up says it is still pending,pending_top_up,Neutral,Low,0.202,0.0,False,Neutral,Low,False,False,,
1988,I topped up about half an hour ago and the charge is still pending. I'm a new customer and today is my first time doing this. Can you fix it? It doesn't seem to be working.,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1989,How long does it take for my top up to clear?,pending_top_up,Neutral,Low,0.527,0.0,False,Neutral,Low,False,False,,
1990,how long should i expect to wait when i add money,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1991,I'm still waiting for the top-up!,pending_top_up,Neutral,Low,0.0,0.5,False,Neutral,Low,False,False,,
1992,Is there a problem with the top up system? My transaction hasn't gone through properly,pending_top_up,Neutral,Low,-0.226,1.1,False,Neutral,Low,False,False,,
1993,How long will my top-up be pending?,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1994,I believe my top up is still pending,pending_top_up,Neutral,Low,0.202,0.0,False,Neutral,Low,False,False,,
1995,Why hasn't my top up gone through?,pending_top_up,Neutral,Low,-0.151,0.8,False,Neutral,Low,False,False,,
1996,Why is  my  top  up for  my  new account  not  instant,pending_top_up,Neutral,Low,0.202,0.0,False,Neutral,Low,False,False,,
1997,My money hasn't been deposited yet. When will it be?,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1998,I'm still waiting for my top-up to go through,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
1999,How long after a failed topup will funds refurn to account,pending_top_up,Negative,Low,-0.511,2.6,False,Mildly Negative,Low,False,False,,
2000,My top is still pending.,pending_top_up,Neutral,Low,0.202,0.0,False,Neutral,Low,False,False,,
2001,My top-up hasn't happened yet.,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
2002,Has my top up gone through?,pending_top_up,Neutral,Low,0.202,0.0,False,Neutral,Low,False,False,,
2003,How long does it take for a top-up?,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
2004,I used my card to top up but it's saying it is still pending. What does this mean?,pending_top_up,Neutral,Low,0.103,0.0,False,Neutral,Low,False,False,,
2005,When will my top-up go through?,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
2006,How long does it take for a top up to go through,pending_top_up,Neutral,Low,0.202,0.0,False,Neutral,Low,False,False,,
2007,i have a pending top-up,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
2008,Why is the top-up I made still pending.,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
2009,My top-up is still pending,pending_top_up,Neutral,Low,0.0,0.0,False,Neutral,Low,False,False,,
2010,My top up is still pending,pending_top_up,Neutral,Low,0.202,0.0,False,Neutral,Low,False,False,,
